Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SAMN08387164	100.0	0.42	Neural Network (Specific Model)	11	0.874	102521	301.86041666666665	4962130	0.51	4800	148	285468	None
SAMN08387166	100.0	0.14	Neural Network (Specific Model)	11	0.878	226236	305.70543276182605	5048099	0.51	4841	168	458174	None
SAMN08472602	100.0	0.06	Neural Network (Specific Model)	11	0.877	112729	310.10937169452086	5006257	0.51	4727	153	317762	None
SAMN08472603	100.0	0.33	Neural Network (Specific Model)	11	0.873	162712	305.95185110256926	5188278	0.51	4943	167	385017	None
SAMN08472605	100.0	0.05	Neural Network (Specific Model)	11	0.879	166967	302.8723874598071	5136655	0.51	4976	121	349727	None
SAMN08472612	100.0	0.25	Neural Network (Specific Model)	11	0.873	94950	298.2084432717678	4654532	0.51	4548	198	322012	None
SAMN08500545	100.0	0.15	Neural Network (Specific Model)	11	0.873	94608	302.538823048631	5080136	0.51	4894	183	465279	None
SAMN08500546	100.0	1.77	Neural Network (Specific Model)	11	0.883	343709	311.388743718593	5252129	0.51	4975	57	966101	None
SAMN08522362	100.0	0.57	Neural Network (Specific Model)	11	0.874	84179	303.8580907534247	4862859	0.51	4672	178	284719	None
SAMN08522365	100.0	0.21	Neural Network (Specific Model)	11	0.874	93735	303.6079656384225	5325717	0.51	5122	211	312026	None
SAMN08581714	100.0	0.15	Neural Network (Specific Model)	11	0.876	131813	309.30131004366814	5087076	0.51	4809	173	346569	None
SAMN08581720	100.0	0.13	Neural Network (Specific Model)	11	0.88	120059	305.63790322580644	5162412	0.51	4960	196	281886	None
SAMN08581898	100.0	0.03	Neural Network (Specific Model)	11	0.876	103827	311.4408071748879	4750866	0.51	4460	153	316349	None
SAMN08581899	100.0	0.14	Neural Network (Specific Model)	11	0.878	140214	306.49354640442533	5101135	0.51	4881	117	386219	None
SAMN08624227	100.0	0.25	Neural Network (Specific Model)	11	0.88	152731	308.30857629282826	4927922	0.51	4699	107	538902	None
SAMN08714144	100.0	0.36	Neural Network (Specific Model)	11	0.878	140193	309.2139917695473	4868852	0.51	4617	115	323936	None
SAMN08719150	100.0	0.81	Neural Network (Specific Model)	11	0.868	92370	279.24841797825735	5934472	0.5	6163	449	209206	None
SAMN08719212	100.0	0.18	Neural Network (Specific Model)	11	0.882	139926	308.1654301183076	5214966	0.5	4987	150	407192	None
SAMN08719220	100.0	0.02	Neural Network (Specific Model)	11	0.877	94040	307.7146022601374	4741269	0.51	4513	147	253094	None
SAMN08851681	100.0	0.08	Neural Network (Specific Model)	11	0.881	177513	305.8762064624423	4958347	0.51	4766	195	292967	None
SAMN08851692	100.0	0.61	Neural Network (Specific Model)	11	0.876	87440	295.1259827420901	5264051	0.51	5215	182	263678	None
SAMN08863899	100.0	0.26	Neural Network (Specific Model)	11	0.881	388764	312.2399512789281	5226506	0.5	4926	74	770073	None
SAMN08863902	100.0	0.08	Neural Network (Specific Model)	11	0.877	145782	308.51147267417605	5052634	0.51	4794	138	388988	None
SAMN08863903	100.0	0.16	Neural Network (Specific Model)	11	0.88	129509	309.5426700464723	4989765	0.51	4734	131	345313	None
SAMN08863906	100.0	0.58	Neural Network (Specific Model)	11	0.878	254520	303.36256961018296	5202909	0.5	5028	146	431045	None
SAMN08909983	100.0	0.12	Neural Network (Specific Model)	11	0.879	230413	316.19720337240386	5237831	0.51	4863	125	618106	None
SAMN08910000	100.0	0.16	Neural Network (Specific Model)	11	0.882	97448	306.3263745349318	5034497	0.51	4838	160	358347	None
SAMN08937778	100.0	0.1	Neural Network (Specific Model)	11	0.869	93561	302.5101789019124	5068579	0.51	4863	185	324299	None
SAMN08937782	100.0	0.19	Neural Network (Specific Model)	11	0.88	122406	314.51920018177685	4710664	0.51	4401	122	442698	None
SAMN09013468	100.0	0.23	Neural Network (Specific Model)	11	0.874	105253	302.884509429964	4894177	0.51	4719	165	303317	None
SAMN09013475	100.0	0.11	Neural Network (Specific Model)	11	0.881	86606	309.2082714740191	4956845	0.51	4715	176	218775	None
SAMN09013571	100.0	0.14	Neural Network (Specific Model)	11	0.876	150223	308.16312056737587	5051435	0.51	4794	128	379270	None
SAMN09013578	100.0	0.1	Neural Network (Specific Model)	11	0.877	145215	308.51105810928016	4855881	0.5	4612	79	411862	None
SAMN09098779	100.0	0.1	Neural Network (Specific Model)	11	0.885	149094	314.56652456809513	4746228	0.51	4457	101	367261	None
SAMN09098787	100.0	0.1	Neural Network (Specific Model)	11	0.879	105438	310.36154008885126	5001076	0.51	4727	150	314851	None
SAMN09098792	100.0	0.08	Neural Network (Specific Model)	11	0.88	97957	306.0803329864724	5006422	0.51	4805	155	295058	None
SAMN09098794	100.0	0.07	Neural Network (Specific Model)	11	0.881	93608	309.0050240736864	5018626	0.51	4777	165	279112	None
SAMN09233724	100.0	0.33	Neural Network (Specific Model)	11	0.881	49780	310.57050592034443	4904931	0.51	4645	232	201419	None
SAMN09242904	100.0	0.33	Neural Network (Specific Model)	11	0.877	38474	296.11576307158015	5236238	0.5	5183	369	108614	None
SAMN09343322	100.0	0.12	Neural Network (Specific Model)	11	0.878	106067	309.5499580184719	5028763	0.51	4764	159	472223	None
SAMN09343330	100.0	0.0	Neural Network (Specific Model)	11	0.88	204098	314.50983940285005	4730470	0.51	4421	79	612867	None
SAMN09343332	100.0	0.03	Neural Network (Specific Model)	11	0.88	132552	306.56710694503624	4897366	0.51	4694	148	343475	None
SAMN09386341	100.0	0.23	Neural Network (Specific Model)	11	0.881	304527	312.21753653444677	5086980	0.51	4790	106	631900	None
SAMN09386342	100.0	0.2	Neural Network (Specific Model)	11	0.877	111954	306.49610115911486	4966805	0.51	4745	149	406915	None
SAMN09462543	100.0	0.23	Neural Network (Specific Model)	11	0.871	83090	300.06742231776434	5277793	0.51	5117	228	240250	None
SAMN09489518	100.0	0.46	Neural Network (Specific Model)	11	0.875	68132	294.53972850678736	5569746	0.51	5525	287	223533	None
SAMN09489590	100.0	0.51	Neural Network (Specific Model)	11	0.878	101290	305.9522120200334	5000107	0.51	4792	160	422884	None
SAMN09521751	100.0	0.15	Neural Network (Specific Model)	11	0.882	192704	309.870830677714	4950319	0.51	4707	122	520966	None
SAMN09521755	100.0	0.23	Neural Network (Specific Model)	11	0.886	209972	321.44169453734673	4875939	0.51	4485	62	331676	None
SAMN09545009	100.0	0.05	Neural Network (Specific Model)	11	0.879	112159	312.14328873543377	4927184	0.51	4634	157	388027	None
SAMN09624590	100.0	0.16	Neural Network (Specific Model)	11	0.882	149380	318.269175797999	4538445	0.51	4198	90	378252	None
SAMN09666294	100.0	0.08	Neural Network (Specific Model)	11	0.881	210560	308.5840493500771	4764055	0.51	4539	92	385163	None
SAMN09693146	100.0	0.23	Neural Network (Specific Model)	11	0.883	143537	313.2865617157198	4658637	0.51	4383	97	535143	None
SAMN09726415	100.0	0.62	Neural Network (Specific Model)	11	0.878	184680	303.2339192582577	5352587	0.51	5177	169	479998	None
SAMN09727445	100.0	0.34	Neural Network (Specific Model)	11	0.883	158338	310.6627930682977	5167059	0.51	4905	192	334556	None
SAMN09756540	100.0	0.22	Neural Network (Specific Model)	11	0.883	128955	309.35378821444397	4738204	0.51	4514	121	347188	None
SAMN09784432	100.0	0.12	Neural Network (Specific Model)	11	0.878	117459	305.4462365591398	5231946	0.51	5022	208	619511	None
SAMN09784437	100.0	0.03	Neural Network (Specific Model)	11	0.882	121497	308.9968710888611	5030874	0.51	4794	129	689203	None
SAMN09828464	100.0	0.08	Neural Network (Specific Model)	11	0.878	126833	309.8236819360415	4892379	0.51	4628	129	303078	None
SAMN09828468	100.0	0.06	Neural Network (Specific Model)	11	0.877	71343	303.77356937011115	5040545	0.51	4858	283	271783	None
SAMN09849953	100.0	0.08	Neural Network (Specific Model)	11	0.881	134671	309.39838606922916	4955167	0.51	4709	148	314084	None
SAMN09849954	100.0	0.12	Neural Network (Specific Model)	11	0.878	131561	313.56671762393535	4899583	0.51	4579	106	276035	None
SAMN09849957	100.0	0.14	Neural Network (Specific Model)	11	0.874	76765	292.85201009904836	5168926	0.51	5149	297	307452	None
SAMN09954442	100.0	0.25	Neural Network (Specific Model)	11	0.875	80732	292.39099228422754	5575623	0.51	5573	288	234360	None
SAMN09980185	100.0	0.17	Neural Network (Specific Model)	11	0.88	208944	305.21524844095757	5165656	0.51	4971	140	405600	None
SAMN10078820	100.0	0.07	Neural Network (Specific Model)	11	0.881	119165	309.1876196553925	4942349	0.51	4701	193	349117	None
SAMN10118357	100.0	0.61	Neural Network (Specific Model)	11	0.879	76573	310.3946208112875	4795199	0.51	4536	147	185966	None
SAMN10142502	100.0	0.07	Neural Network (Specific Model)	11	0.879	116438	310.0952914798206	4710572	0.51	4460	128	311774	None
SAMN10220971	100.0	0.0	Neural Network (Specific Model)	11	0.877	63104	304.634161237785	5108299	0.51	4912	221	219773	None
SAMN10220972	100.0	0.3	Neural Network (Specific Model)	11	0.878	90954	296.77493713327743	4830777	0.51	4772	208	228119	None
SAMN10220982	100.0	0.15	Neural Network (Specific Model)	11	0.885	195375	313.6083072800357	4752326	0.51	4478	88	703079	None
SAMN10221013	100.0	0.35	Neural Network (Specific Model)	11	0.885	135070	304.0254752106604	5250832	0.51	5103	157	220095	None
SAMN10221025	100.0	0.1	Neural Network (Specific Model)	11	0.879	117647	308.37782160859086	4792141	0.51	4563	151	610136	None
SAMN10221044	100.0	0.17	Neural Network (Specific Model)	11	0.875	86770	304.59267879813797	4925254	0.51	4726	263	189222	None
SAMN10221088	100.0	0.11	Neural Network (Specific Model)	11	0.879	136019	300.9099563665212	5167114	0.51	5042	220	369511	None
SAMN10221132	100.0	1.27	Neural Network (Specific Model)	11	0.879	227736	306.4189374632425	5326543	0.5	5101	150	526305	None
SAMN10221155	100.0	0.27	Neural Network (Specific Model)	11	0.883	174898	311.1148853310255	4880163	0.51	4622	89	354649	None
SAMN10221205	100.0	0.3	Neural Network (Specific Model)	11	0.879	51512	303.9248518204911	4889479	0.51	4724	247	200267	None
SAMN10221246	100.0	0.69	Neural Network (Specific Model)	11	0.882	101134	306.8528662420382	4909350	0.51	4710	151	368794	None
SAMN10221258	100.0	0.13	Neural Network (Specific Model)	11	0.879	167267	308.53341687552216	5032633	0.51	4788	92	409972	None
SAMN10221316	100.0	0.08	Neural Network (Specific Model)	11	0.878	144786	307.35805573014875	5004171	0.51	4773	181	380160	None
SAMN10221388	100.0	0.3	Neural Network (Specific Model)	11	0.878	86458	303.71642736486484	4904341	0.51	4736	203	323693	None
SAMN10221391	100.0	0.13	Neural Network (Specific Model)	11	0.877	136303	307.2875962707742	5176350	0.51	4934	142	330424	None
SAMN10221396	100.0	0.06	Neural Network (Specific Model)	11	0.881	236091	314.7603360601371	4839263	0.51	4523	66	521645	None
SAMN10221403	100.0	0.08	Neural Network (Specific Model)	11	0.88	111956	307.1639684516397	5035901	0.51	4818	179	271954	None
SAMN10221408	100.0	0.01	Neural Network (Specific Model)	11	0.881	207690	313.2464695498676	4825799	0.51	4532	75	578578	None
SAMN10221429	100.0	0.17	Neural Network (Specific Model)	11	0.879	122334	308.2616339193382	5075267	0.51	4835	139	279951	None
SAMN10221447	100.0	0.11	Neural Network (Specific Model)	11	0.874	144866	305.6411042944785	5120414	0.51	4890	161	415506	None
SAMN10221454	100.0	0.13	Neural Network (Specific Model)	11	0.885	37557	299.1954933008526	4984793	0.51	4926	362	127709	None
SAMN10221467	100.0	0.21	Neural Network (Specific Model)	11	0.883	127085	305.27552742616035	4909335	0.51	4740	131	357106	None
SAMN10221593	100.0	0.62	Neural Network (Specific Model)	11	0.881	201582	309.0739896373057	5069213	0.51	4825	80	484385	None
SAMN10221597	100.0	0.02	Neural Network (Specific Model)	11	0.879	188844	310.77396657871594	4815926	0.51	4548	80	410510	None
SAMN10221613	100.0	0.12	Neural Network (Specific Model)	11	0.879	127082	306.59540418547397	5091632	0.51	4874	163	584321	None
SAMN10221620	100.0	0.71	Neural Network (Specific Model)	11	0.881	194104	302.77380254154446	5264454	0.5	5115	99	870606	None
SAMN10221625	100.0	0.41	Neural Network (Specific Model)	11	0.883	175256	309.8602848764139	5016179	0.51	4774	89	353155	None
SAMN10221662	100.0	0.13	Neural Network (Specific Model)	11	0.88	112160	304.32712821585443	4949026	0.51	4781	174	232891	None
SAMN10221663	100.0	0.05	Neural Network (Specific Model)	11	0.871	62225	297.73298948621306	5158812	0.51	5041	287	184555	None
SAMN10221665	100.0	0.2	Neural Network (Specific Model)	11	0.878	142897	303.73892631149215	5077876	0.5	4899	156	392259	None
SAMN10221666	100.0	0.36	Neural Network (Specific Model)	11	0.872	95827	296.8055613197759	4910106	0.51	4819	315	325858	None
SAMN10221667	100.0	0.18	Neural Network (Specific Model)	11	0.877	160726	308.4143821172501	4994768	0.5	4742	159	303066	None
SAMN10221670	100.0	0.1	Neural Network (Specific Model)	11	0.885	196838	313.69676397374974	4692284	0.51	4419	107	426312	None
SAMN07781711	100.0	0.01	Neural Network (Specific Model)	11	0.874	136345	289.34898830517915	5337810	0.5	5387	400	365934	None
SAMN07781717	100.0	0.01	Neural Network (Specific Model)	11	0.876	136053	291.9196764484575	5307133	0.5	5316	333	367383	None
SAMN07781721	100.0	0.2	Neural Network (Specific Model)	11	0.87	57252	288.4507862550961	5111222	0.51	5151	367	162822	None
SAMN07839410	100.0	0.1	Neural Network (Specific Model)	11	0.885	134708	311.1786643538595	4855935	0.51	4612	119	301364	None
SAMN08146192	100.0	0.08	Neural Network (Specific Model)	11	0.878	136019	307.4290772755676	5037359	0.51	4801	175	365742	None
SAMN08146194	100.0	0.13	Neural Network (Specific Model)	11	0.878	117273	304.6663246460086	5063440	0.51	4873	202	397577	None
SAMN08146204	100.0	1.1	Neural Network (Specific Model)	11	0.88	174342	312.3440573770492	5188586	0.51	4880	112	458610	None
SAMN08146264	100.0	0.53	Neural Network (Specific Model)	11	0.88	133620	314.58354430379745	5075103	0.51	4740	109	398630	None
SAMN08146294	100.0	0.16	Neural Network (Specific Model)	11	0.879	111955	307.40986003760185	5015172	0.51	4787	186	239177	None
SAMN08146305	100.0	0.14	Neural Network (Specific Model)	11	0.878	125842	309.98942032179855	4795968	0.51	4537	106	378977	None
SAMN08146308	100.0	1.07	Neural Network (Specific Model)	11	0.874	121174	296.84967682363805	5510090	0.5	5415	203	367855	None
SAMN08226272	100.0	0.36	Neural Network (Specific Model)	11	0.875	96579	304.4339318135969	5167951	0.51	4957	211	239056	None
SAMN08272748	100.0	0.0	Neural Network (Specific Model)	11	0.867	42528	291.26270824434005	4708310	0.51	4682	422	135260	None
SAMN08289299	100.0	0.12	Neural Network (Specific Model)	11	0.877	169755	306.2142112940196	5016020	0.51	4799	108	394664	None
SAMN08289314	100.0	1.19	Neural Network (Specific Model)	11	0.882	216680	313.60717991284497	5131660	0.51	4819	83	475913	None
SAMN08347847	100.0	0.39	Neural Network (Specific Model)	11	0.876	60549	295.0090729783037	5110366	0.5	5070	288	352000	None
SAMN08347848	100.0	0.17	Neural Network (Specific Model)	11	0.885	117699	308.39516129032256	4786991	0.51	4588	123	358886	None
SAMN08347853	100.0	0.4	Neural Network (Specific Model)	11	0.877	60275	302.4018470790378	4809983	0.51	4656	206	266536	None
SAMN08347856	100.0	0.42	Neural Network (Specific Model)	11	0.876	75497	296.98673237300983	5357289	0.5	5276	254	248373	None
SAMN08347869	100.0	0.17	Neural Network (Specific Model)	11	0.885	269098	315.794718153573	4817357	0.51	4506	101	523339	None
SAMN08347873	100.0	0.04	Neural Network (Specific Model)	11	0.88	134137	312.39744155271285	4819488	0.51	4534	131	502469	None
SAMN08347874	100.0	0.09	Neural Network (Specific Model)	11	0.881	128725	310.2998477929985	4852817	0.51	4599	130	311178	None
SAMN08362333	100.0	0.26	Neural Network (Specific Model)	11	0.876	138415	303.8903404592241	5249633	0.5	5052	131	397632	None
SAMN08362335	100.0	0.08	Neural Network (Specific Model)	11	0.879	99892	305.70646568821894	5251655	0.51	5042	209	261593	None
SAMN08380136	100.0	0.29	Neural Network (Specific Model)	11	0.873	141378	306.6297968397291	5123082	0.51	4873	158	330362	None
SAMN08387158	100.0	0.09	Neural Network (Specific Model)	11	0.88	166433	313.5396500795274	4697754	0.51	4401	97	364554	None
SAMN08387163	100.0	0.07	Neural Network (Specific Model)	11	0.88	189003	310.93696915511845	4734665	0.51	4474	98	403255	None
SAMN08472609	100.0	0.47	Neural Network (Specific Model)	11	0.88	248203	311.138783269962	5012890	0.51	4734	85	583361	None
SAMN08500551	100.0	0.27	Neural Network (Specific Model)	11	0.884	126715	312.3936612021858	4841164	0.51	4575	108	438718	None
SAMN08522363	100.0	0.16	Neural Network (Specific Model)	11	0.879	103882	311.87979207277453	4903781	0.51	4617	145	358931	None
SAMN08522364	100.0	0.16	Neural Network (Specific Model)	11	0.877	121525	304.0145660530043	5132170	0.51	4943	118	394323	None
SAMN08522366	100.0	0.06	Neural Network (Specific Model)	11	0.88	138179	311.6831248628484	4835078	0.51	4557	130	472596	None
SAMN08581897	100.0	0.09	Neural Network (Specific Model)	11	0.877	123878	307.8166089965398	5163426	0.51	4913	140	343108	None
SAMN08624234	100.0	0.08	Neural Network (Specific Model)	11	0.875	120421	310.3903262092239	4723319	0.51	4445	158	237509	None
SAMN08624236	100.0	0.31	Neural Network (Specific Model)	11	0.88	128787	304.87342295760084	5017637	0.51	4835	165	374169	None
SAMN08631246	100.0	0.05	Neural Network (Specific Model)	11	0.881	109419	305.8310061601643	5064108	0.51	4870	192	332975	None
SAMN08631251	100.0	0.25	Neural Network (Specific Model)	11	0.876	84414	304.0150457915395	4764586	0.51	4586	171	169498	None
SAMN08631252	100.0	0.19	Neural Network (Specific Model)	11	0.879	172981	309.5754300838112	4784389	0.51	4534	171	420277	None
SAMN08631254	100.0	0.1	Neural Network (Specific Model)	11	0.879	98175	310.04924644449164	4978383	0.51	4711	166	288521	None
SAMN08714135	100.0	0.31	Neural Network (Specific Model)	11	0.877	68297	299.0026406662604	5026241	0.51	4923	268	202410	None
SAMN08714137	100.0	0.09	Neural Network (Specific Model)	11	0.878	198178	309.1804287836977	4967895	0.51	4711	132	459154	None
SAMN08719144	100.0	0.08	Neural Network (Specific Model)	11	0.877	109234	303.1545206547155	5312095	0.51	5132	167	391598	None
SAMN08719153	100.0	0.34	Neural Network (Specific Model)	11	0.873	99303	304.2853167808219	4878928	0.51	4672	156	258734	None
SAMN08719214	100.0	0.12	Neural Network (Specific Model)	11	0.879	58903	304.2074736359468	4520918	0.51	4362	189	232221	None
SAMN08719215	100.0	0.23	Neural Network (Specific Model)	11	0.879	105286	303.1369070574624	5354939	0.51	5186	213	373237	None
SAMN08767334	100.0	0.05	Neural Network (Specific Model)	11	0.878	103342	310.1741728922092	4957610	0.51	4685	165	297715	None
SAMN08851683	100.0	0.1	Neural Network (Specific Model)	11	0.873	60406	295.7939105613701	5332857	0.5	5255	262	166479	None
SAMN08851686	100.0	0.06	Neural Network (Specific Model)	11	0.877	82801	305.7553348827382	4940464	0.51	4733	203	224829	None
SAMN08851689	100.0	0.14	Neural Network (Specific Model)	11	0.878	210611	307.01957585644374	5136660	0.51	4904	165	383196	None
SAMN08851693	100.0	0.01	Neural Network (Specific Model)	11	0.879	185813	305.70114239086087	5107209	0.51	4902	170	357293	None
SAMN08863905	100.0	0.58	Neural Network (Specific Model)	11	0.88	150733	313.1028484453142	4899919	0.51	4599	122	593757	None
SAMN08899176	100.0	0.1	Neural Network (Specific Model)	11	0.884	126048	309.7486164325245	4930421	0.51	4698	120	580353	None
SAMN08909989	100.0	0.15	Neural Network (Specific Model)	11	0.883	247358	312.4595678324794	4759045	0.51	4489	92	520209	None
SAMN08909999	100.0	0.14	Neural Network (Specific Model)	11	0.881	213867	312.45423871784055	5038871	0.51	4742	81	399986	None
SAMN08930677	100.0	0.31	Neural Network (Specific Model)	11	0.872	92739	303.2536997885835	5416998	0.5	5203	203	423819	None
SAMN08930678	100.0	0.1	Neural Network (Specific Model)	11	0.879	97867	309.9738711895485	4608738	0.51	4363	145	270605	None
SAMN08930680	100.0	0.1	Neural Network (Specific Model)	11	0.879	109217	310.48253833049404	4970091	0.51	4696	143	426341	None
SAMN08930682	100.0	0.39	Neural Network (Specific Model)	11	0.876	115061	313.51027397260276	4695532	0.51	4380	134	382730	None
SAMN08937776	100.0	0.11	Neural Network (Specific Model)	11	0.879	251277	307.2432101286502	5124586	0.51	4897	122	735221	None
SAMN08937783	100.0	0.11	Neural Network (Specific Model)	11	0.882	154084	308.5235711305799	5022467	0.51	4794	92	752087	None
SAMN08937784	100.0	0.82	Neural Network (Specific Model)	11	0.883	302685	309.80399659863946	4944774	0.51	4704	73	710655	None
SAMN08937785	100.0	0.12	Neural Network (Specific Model)	11	0.88	318795	309.1465358675659	5147626	0.51	4893	101	629285	None
SAMN08963946	100.0	0.1	Neural Network (Specific Model)	11	0.883	156870	314.04424972617744	4862941	0.51	4565	85	517600	None
SAMN09002909	100.0	0.2	Neural Network (Specific Model)	11	0.875	93176	302.88006322861094	5245011	0.51	5061	215	266201	None
SAMN09002910	100.0	0.02	Neural Network (Specific Model)	11	0.88	84768	310.3148401826484	4627098	0.51	4380	147	201867	None
SAMN09002912	100.0	0.18	Neural Network (Specific Model)	11	0.877	112115	307.88382385483516	4754306	0.51	4519	186	366093	None
SAMN09002913	100.0	0.18	Neural Network (Specific Model)	11	0.876	67977	303.03239024390246	5307726	0.51	5125	242	248051	None
SAMN09013465	100.0	0.26	Neural Network (Specific Model)	11	0.877	111694	300.36542239685656	5218219	0.51	5090	192	250117	None
SAMN09013471	100.0	0.09	Neural Network (Specific Model)	11	0.878	105101	310.98290223586145	4837403	0.51	4562	129	364553	None
SAMN09013472	100.0	0.85	Neural Network (Specific Model)	11	0.874	93134	304.9148800679261	4921881	0.5	4711	176	219979	None
SAMN09013511	100.0	0.75	Neural Network (Specific Model)	11	0.881	340722	306.80356435643563	5263562	0.51	5050	93	661133	None
SAMN09013512	100.0	0.1	Neural Network (Specific Model)	11	0.882	188300	306.1839916839917	4999670	0.51	4810	140	365569	None
SAMN09013519	100.0	0.09	Neural Network (Specific Model)	11	0.884	156758	309.78680727874274	5076531	0.51	4836	117	306848	None
SAMN09013572	100.0	0.06	Neural Network (Specific Model)	11	0.882	130011	309.92506193228735	5096888	0.51	4844	116	303422	None
SAMN09098782	100.0	0.09	Neural Network (Specific Model)	11	0.883	131021	312.6406787434075	4623828	0.51	4361	94	389305	None
SAMN09098797	100.0	0.08	Neural Network (Specific Model)	11	0.879	86281	312.0066225165563	4818542	0.51	4530	142	251697	None
SAMN09195612	100.0	0.1	Neural Network (Specific Model)	11	0.875	108618	307.9183368869936	4944765	0.51	4690	97	319159	None
SAMN09195623	100.0	0.32	Neural Network (Specific Model)	11	0.88	325295	305.6082304526749	5056718	0.51	4860	145	626331	None
SAMN09195624	100.0	0.14	Neural Network (Specific Model)	11	0.88	154786	298.62485391507596	5217877	0.51	5134	172	610827	None
SAMN09195626	100.0	0.09	Neural Network (Specific Model)	11	0.875	115535	305.55042553191487	4913743	0.51	4700	142	340489	None
SAMN09195627	100.0	0.12	Neural Network (Specific Model)	11	0.881	202749	309.4698	5258352	0.5	5000	127	694466	None
SAMN09233719	100.0	0.1	Neural Network (Specific Model)	11	0.883	37392	308.4295158882491	4905257	0.51	4689	280	128323	None
SAMN09233722	100.0	0.2	Neural Network (Specific Model)	11	0.874	57766	295.595951577694	5105546	0.51	5039	301	198474	None
SAMN09233726	100.0	1.23	Neural Network (Specific Model)	11	0.883	56288	306.7770575525437	5299029	0.51	5091	240	198644	None
SAMN09242588	100.0	0.07	Neural Network (Specific Model)	11	0.872	57575	285.70510018214935	5385256	0.5	5490	564	227355	None
SAMN09242595	100.0	0.04	Neural Network (Specific Model)	11	0.872	91496	287.6126605504587	5380839	0.5	5450	471	557946	None
SAMN09242600	100.0	0.03	Neural Network (Specific Model)	11	0.872	91783	285.83927921368763	5391303	0.5	5494	511	382826	None
SAMN09242612	100.0	0.36	Neural Network (Specific Model)	11	0.881	384777	305.1261083743842	5264453	0.5	5075	164	838444	None
SAMN09242616	100.0	0.03	Neural Network (Specific Model)	11	0.872	116133	291.4045716409589	5384383	0.5	5381	336	604487	None
SAMN09242644	100.0	0.03	Neural Network (Specific Model)	11	0.872	78431	289.84761549925486	5340563	0.5	5368	429	251663	None
SAMN09242645	100.0	0.04	Neural Network (Specific Model)	11	0.873	108920	288.61579627237495	5366696	0.5	5419	455	259041	None
SAMN09242649	100.0	0.07	Neural Network (Specific Model)	11	0.874	110148	291.1879478228918	5430109	0.5	5443	349	391639	None
SAMN09242911	100.0	0.03	Neural Network (Specific Model)	11	0.873	116132	292.22367438386857	5370770	0.5	5356	323	604233	None
SAMN09267081	100.0	0.07	Neural Network (Specific Model)	11	0.88	62236	307.518968456948	4909619	0.51	4692	254	216141	None
SAMN09267083	100.0	0.29	Neural Network (Specific Model)	11	0.881	45238	300.1627674465107	5102251	0.51	5001	363	128812	None
SAMN09343321	100.0	0.19	Neural Network (Specific Model)	11	0.88	113253	302.21044045676996	5046421	0.51	4904	167	348394	None
SAMN09343325	100.0	0.11	Neural Network (Specific Model)	11	0.881	101017	313.1961794376476	4962184	0.51	4659	148	352234	None
SAMN09343327	100.0	0.07	Neural Network (Specific Model)	11	0.878	204804	308.18845245760895	4899679	0.51	4659	143	428064	None
SAMN09343328	100.0	0.2	Neural Network (Specific Model)	11	0.879	177295	311.4935036812473	4900637	0.51	4618	117	357206	None
SAMN09343329	100.0	0.27	Neural Network (Specific Model)	11	0.88	111949	308.7718446601942	4547441	0.51	4326	122	245091	None
SAMN09386340	100.0	0.19	Neural Network (Specific Model)	11	0.886	165980	314.80370201096895	4655206	0.51	4376	87	574428	None
SAMN09386374	100.0	0.08	Neural Network (Specific Model)	11	0.878	162455	312.3290833150143	4847596	0.51	4549	93	383434	None
SAMN09444056	100.0	0.33	Neural Network (Specific Model)	11	0.877	87203	310.46949113516	4603082	0.51	4343	133	265599	None
SAMN09444062	100.0	0.11	Neural Network (Specific Model)	11	0.881	81975	307.38928804702806	4800278	0.51	4593	171	400918	None
SAMN09444063	100.0	0.14	Neural Network (Specific Model)	11	0.88	153197	306.6190956802584	5171368	0.51	4954	174	379581	None
SAMN09444067	100.0	0.12	Neural Network (Specific Model)	11	0.876	89867	307.50718768981574	5192469	0.51	4939	200	288509	None
SAMN09444069	100.0	0.25	Neural Network (Specific Model)	11	0.875	193445	308.2214963119073	5004810	0.51	4745	114	589650	None
SAMN09444070	100.0	0.09	Neural Network (Specific Model)	11	0.88	172815	313.3324835351604	5021573	0.51	4707	96	446648	None
SAMN09444071	100.0	0.18	Neural Network (Specific Model)	11	0.882	119133	296.529203539823	5121055	0.51	5085	194	338415	None
SAMN09462545	100.0	0.38	Neural Network (Specific Model)	11	0.885	302145	320.68821374703725	5036491	0.51	4641	68	653357	None
SAMN09462575	100.0	0.19	Neural Network (Specific Model)	11	0.877	82451	307.6579525483304	4781560	0.51	4552	167	222793	None
SAMN09462576	100.0	0.13	Neural Network (Specific Model)	11	0.882	143685	308.0969609261939	5058847	0.51	4837	166	338132	None
SAMN09462577	100.0	0.12	Neural Network (Specific Model)	11	0.877	90945	300.44473161033795	5162759	0.51	5030	210	284128	None
SAMN09462582	100.0	0.0	Neural Network (Specific Model)	11	0.878	102919	309.67555555555555	4754903	0.51	4500	136	245944	None
SAMN09462583	100.0	0.11	Neural Network (Specific Model)	11	0.876	90516	312.35042543663235	4771017	0.51	4466	145	220431	None
SAMN09462584	100.0	0.12	Neural Network (Specific Model)	11	0.882	110604	309.50949159938904	4814373	0.51	4583	136	325807	None
