target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome	mean_n_hits.blast	n_hits_genome_category	bakta.n_hits_genome	has_tra_hit	n.multihit.genes	bakta.n_distinct_hits	bakta.n_hits_genome_category	is.functional	n.distinct.func.genes	n.func.genes	is.functional.noreg	n.distinct.func.genes.noreg	n.func.genes.noreg	n.distinct.MPF_GENES	has_mandatory	has_relaxase	is.functional.coluzzi.3	is.functional.coluzzi.6	is.functional.coluzzi.12	mob_classification_coluzzi	mob_classification	functional_category	n_MPF_types	n_relaxase_types	n_virb4_types	n_t4cp_types	MOBC.n_genes	MOBF.n_genes	MOBH.n_genes	MOBP1.n_genes	virb4.n_genes	MPF_F.n_genes	MPF_I.n_genes	MPF_T.n_genes	MOBQ.n_genes	MPF_G.n_genes	MOBV.n_genes	MOBC.n_distinct_genes	MOBF.n_distinct_genes	MOBH.n_distinct_genes	MOBP1.n_distinct_genes	virb4.n_distinct_genes	MPF_F.n_distinct_genes	MPF_I.n_distinct_genes	MPF_T.n_distinct_genes	MOBQ.n_distinct_genes	MPF_G.n_distinct_genes	MOBV.n_distinct_genes	n.nonF_relaxase_types	n.nonF_MPF_types	n.replicons	n.incF.replicons	has.incF_replicon
SAMN09914106	2018-01-01	43.1938516	-71.5723953	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	33	99.24	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	2	TRUE
SAMN09914104	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	33	99.24	100	0.916666666666667	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	2	1	10	15	NA	2	NA	NA	NA	1	NA	1	1	10	15	NA	1	NA	NA	2	1	6	2	TRUE
SAMN09914040	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	446	ST446 Cplx	0	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN09914039	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	C	88	ST23 Cplx	3	Yes	2018	1	33	99.24	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	1	1	NA	NA	2	10	NA	5	NA	NA	NA	1	1	NA	NA	1	10	NA	4	NA	NA	NA	1	1	3	3	TRUE
SAMN09917917	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	1114	ST165 Cplx	3	Yes	2018	2	35	98.859	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	3	1	0	NA	1	NA	1	1	10	NA	NA	1	NA	NA	NA	1	NA	1	1	10	NA	NA	1	NA	NA	2	0	5	2	TRUE
SAMN09917918	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	10	ST10 Cplx	3	Yes	2018	1	2	97.6205	62.2685	0.0555555555555556	[0,5)	1	1	0	1	[0,5)	FALSE	1	1	FALSE	1	1	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	3	2	TRUE
SAMN09917919	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	641	ST86 Cplx	6	Yes	2018	1	31	98.901	100	0.861111111111111	[30,40)	29	1	0	29	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	NA	1	10	NA	1	1	NA	NA	NA	1	NA	NA	1	10	NA	1	1	NA	NA	1	1	5	1	TRUE
SAMN09980200	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	F	8496	NA	3	Yes	2018	3	31	97.872	100	0.861111111111111	[30,40)	25	1	0	25	[23,36)	FALSE	20	20	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	1	1	0	NA	1	NA	NA	1	10	NA	2	NA	NA	NA	NA	1	NA	NA	1	10	NA	2	NA	NA	NA	0	1	4	3	TRUE
SAMN09980201	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	2	1	TRUE
SAMN09980197	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	B1	4038	NA	3	Yes	2018	2	36	98.951	100	1	[30,40)	33	1	0	33	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN09980189	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6031	NA	3	Yes	2018	5	36	98.863	100	1	[30,40)	31	1	2	29	[23,36)	FALSE	22	24	FALSE	19	21	11	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	1	2	1	0	NA	1	NA	1	1	13	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	3	3	TRUE
SAMN09980202	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	101	ST101 Cplx	5	Yes	2018	1	2	90.377	96.9935	0.0555555555555556	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	2	2	1	0	NA	NA	1	1	2	10	NA	8	NA	NA	NA	NA	NA	1	1	1	10	NA	6	NA	NA	NA	2	1	5	2	TRUE
SAMN09980186	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	34	ST10 Cplx	2	Yes	2018	6	42	98.847	100	1.16666666666667	[40,110]	34	1	2	32	[23,36)	FALSE	22	24	FALSE	19	21	11	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	1	1	1	0	NA	1	NA	NA	1	12	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN09980192	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	35	98.936	100	0.972222222222222	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	1	3	10	NA	11	1	NA	NA	NA	1	NA	1	1	10	NA	6	1	NA	NA	2	1	5	2	TRUE
SAMN09980188	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	189	ST165 Cplx	1	Yes	2018	1	35	98.859	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN09980187	2018-01-01	27.6648274	-81.5157535	Bovine	Livestock	Bovine	B1	947	ST469 Cplx	0	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN09980198	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	F	117	NA	4	Yes	2018	2	20	98.9685	100	0.555555555555556	[5,30)	21	1	1	20	[5,23)	FALSE	12	13	FALSE	9	10	3	TRUE	1	TRUE	FALSE	FALSE	conj	mob	incomplete	2	2	1	0	NA	1	NA	1	1	4	18	NA	NA	NA	NA	NA	1	NA	1	1	4	15	NA	NA	NA	NA	1	1	4	2	TRUE
SAMN09980185	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	A	3274	ST10 Cplx	4	Yes	2018	1	31	98.578	100	0.861111111111111	[30,40)	30	1	0	30	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	4	3	TRUE
SAMN09954465	2015-01-01	64.2008413	-149.4936733	Poultry	Livestock	Duck	B2	1905	NA	1	No	2015	1	33	98.861	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	1	NA	NA	1	NA	NA	1	10	NA	NA	NA	1	NA	0	1	2	2	TRUE
SAMN09954463	2015-01-01	64.2008413	-149.4936733	Poultry	Livestock	Duck	B1	180	NA	2	No	2015	1	33	98.864	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	3	2	TRUE
SAMN09954439	2016-01-01	43.9695148	-99.9018131	Swine	Livestock	Swine	D	1	NA	6	Yes	2016	1	33	99.029	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	1	1	0	NA	1	NA	NA	2	14	NA	6	NA	NA	NA	NA	1	NA	NA	1	10	NA	6	NA	NA	NA	0	1	7	2	TRUE
SAMN09954442	2016-01-01	43.9695148	-99.9018131	Swine	Livestock	Swine	B1	763	NA	4	Yes	2016	4	57	98.404	100	1.58333333333333	[40,110]	56	1	23	33	[36,84]	TRUE	23	43	TRUE	20	39	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	2	NA	1	1	24	15	2	NA	NA	NA	NA	1	NA	1	1	10	15	1	NA	NA	NA	1	2	8	3	TRUE
SAMN10034809	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	B1	4682	NA	4	Yes	2018	3	30	98.7655	100	0.833333333333333	[30,40)	27	1	0	27	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	2	1	0	NA	1	NA	2	2	12	NA	7	NA	NA	NA	NA	1	NA	1	1	10	NA	6	NA	NA	NA	1	1	4	3	TRUE
SAMN10034803	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	A	10	ST10 Cplx	2	No	2018	1	8	97.8345	99.3955	0.222222222222222	[5,30)	6	1	0	6	[5,23)	FALSE	5	5	FALSE	5	5	2	FALSE	1	FALSE	FALSE	FALSE	mob	mob	incomplete	1	0	0	0	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0	0	3	2	TRUE
SAMN10034795	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	1146	NA	0	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN10034789	2018-01-01	39.5500507	-105.7820674	Bovine	Livestock	Bovine	B1	164	NA	1	No	2018	1	3	97.044	99.753	0.0833333333333333	[0,5)	3	1	0	3	[0,5)	FALSE	2	2	FALSE	2	2	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	1	2	0	0	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	1	1	TRUE
SAMN10034797	2018-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	B1	641	ST86 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	2	2	TRUE
SAMN10034794	2018-01-01	47.7510741	-120.7401385	Bovine	Livestock	Bovine	B1	8501	NA	2	No	2018	1	33	98.63	100	0.916666666666667	[30,40)	30	1	0	30	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	11	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN10034790	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	2	34	98.9	100	0.944444444444444	[30,40)	33	1	0	33	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	12	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	2	TRUE
SAMN10034810	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	B1	641	ST86 Cplx	4	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	1	0	NA	NA	NA	NA	1	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	6	NA	NA	NA	0	1	3	2	TRUE
SAMN10057138	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	46	ST46 Cplx	3	No	2018	1	30	98.9	100	0.833333333333333	[30,40)	29	1	0	29	[23,36)	FALSE	18	18	FALSE	15	15	9	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	3	1	0	1	1	NA	1	1	11	NA	5	NA	NA	NA	1	1	NA	1	1	8	NA	4	NA	NA	NA	2	1	3	3	TRUE
SAMN10057143	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	10	ST10 Cplx	0	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN10057140	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	10	ST10 Cplx	0	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	FALSE
SAMN10057139	2018-01-01	39.3209801	-111.0937311	Bovine	Livestock	Bovine	B1	1727	ST446 Cplx	1	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	0	1	0	FALSE
SAMN10078819	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	446	ST446 Cplx	3	Yes	2018	2	32	98.73	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	2	1	0	NA	1	NA	1	1	12	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	1	TRUE
SAMN10078813	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	1	No	2018	3	36	98.8615	100	1	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	2	1	0	NA	1	NA	2	2	12	NA	1	NA	18	NA	NA	1	NA	1	1	10	NA	1	NA	18	NA	1	2	2	2	TRUE
SAMN10078810	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	4	No	2018	1	35	98.864	100	0.972222222222222	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	1	10	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	6	3	TRUE
SAMN10078812	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	E	5759	NA	5	Yes	2018	1	12	98.6865	100	0.333333333333333	[5,30)	10	1	0	10	[5,23)	FALSE	7	7	FALSE	7	7	5	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	incomplete	3	1	0	0	NA	NA	NA	1	NA	4	15	NA	NA	1	NA	NA	NA	NA	1	NA	4	15	NA	NA	1	NA	1	2	5	2	TRUE
SAMN10078820	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	156	ST156 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	0	0	NA	NA	NA	3	NA	3	NA	3	NA	NA	NA	NA	NA	NA	1	NA	1	NA	3	NA	NA	NA	1	1	4	0	FALSE
SAMN10078815	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	1695	ST10 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	3	0	FALSE
SAMN10097130	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	35	98.864	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN10118357	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	101	ST101 Cplx	5	Yes	2018	1	17	99.507	100	0.472222222222222	[5,30)	14	1	0	14	[5,23)	FALSE	10	10	FALSE	9	9	5	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	1	2	1	0	NA	1	NA	1	1	4	NA	NA	NA	NA	NA	NA	1	NA	1	1	4	NA	NA	NA	NA	NA	1	0	6	3	TRUE
SAMN10118346	2018-01-01	43.7844397	-88.7878678	Swine	Livestock	Swine	A	3345	ST398 Cplx	5	Yes	2018	2	9	99.065	100	0.25	[5,30)	8	1	0	8	[5,23)	FALSE	5	5	FALSE	4	4	1	FALSE	1	FALSE	FALSE	FALSE	mob	mob	incomplete	2	2	0	0	NA	1	NA	3	NA	NA	15	3	NA	NA	NA	NA	1	NA	1	NA	NA	15	2	NA	NA	NA	1	2	5	3	TRUE
SAMN10129930	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	48	ST10 Cplx	3	Yes	2018	2	34	98.883	100	0.944444444444444	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	4	2	TRUE
SAMN10129925	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	B1	58	ST155 Cplx	6	Yes	2018	13	50	98.8655	99.519	1.38888888888889	[40,110]	39	1	8	31	[36,84]	FALSE	21	27	TRUE	20	26	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	2	2	1	0	NA	1	NA	NA	1	14	NA	1	1	NA	NA	NA	1	NA	NA	1	10	NA	1	1	NA	NA	1	1	5	4	TRUE
SAMN10142236	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	906	NA	3	No	2018	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN10142234	2018-01-01	39.0457549	-76.6412712	Bovine	Livestock	Bovine	B1	641	ST86 Cplx	2	Yes	2018	1	15	99.125	100	0.416666666666667	[5,30)	15	1	0	15	[5,23)	FALSE	9	9	FALSE	9	9	4	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	2	1	0	NA	1	NA	1	1	7	NA	5	NA	NA	NA	NA	1	NA	1	1	5	NA	5	NA	NA	NA	1	1	2	1	TRUE
SAMN10142232	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	E	4247	NA	3	No	2018	1	15	98.936	100	0.416666666666667	[5,30)	13	1	0	13	[5,23)	FALSE	10	10	FALSE	7	7	5	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	incomplete	1	1	0	0	NA	NA	NA	1	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4	NA	NA	NA	NA	NA	1	0	3	2	TRUE
SAMN10142510	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	8543	NA	4	Yes	2018	1	34	99.1865	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN10142507	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	A	5995	ST165 Cplx	2	Yes	2018	1	33	99.095	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN10142504	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	A	1114	ST165 Cplx	3	Yes	2018	1	2	95.5515	99.8765	0.0555555555555556	[0,5)	2	1	0	2	[0,5)	FALSE	1	1	FALSE	1	1	0	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	0	FALSE
SAMN10142502	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	A	8544	NA	3	No	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	2	0	FALSE
SAMN10142497	2018-01-01	33.836081	-81.1637245	Swine	Livestock	Swine	B1	101	ST101 Cplx	1	Yes	2018	1	15	99.248	100	0.416666666666667	[5,30)	13	1	0	13	[5,23)	FALSE	11	11	FALSE	8	8	4	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	2	1	0	1	1	NA	NA	1	4	NA	5	NA	NA	NA	1	1	NA	NA	1	4	NA	5	NA	NA	NA	1	1	2	2	TRUE
SAMN10142493	2018-01-01	37.8393332	-84.2700179	Bovine	Livestock	Bovine	B1	54	NA	2	No	2018	1	33	98.171	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	0	0	2	2	TRUE
SAMN10221391	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	4	Yes	2017	1	36	99.339	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	2	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	7	2	TRUE
SAMN10221389	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	48	ST10 Cplx	5	No	2017	1	31	99.18	100	0.861111111111111	[30,40)	32	1	1	31	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	4	2	1	0	NA	1	NA	1	2	13	15	1	NA	23	NA	NA	1	NA	1	1	10	15	1	NA	18	NA	1	3	4	2	TRUE
SAMN10221388	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	1316	NA	3	No	2017	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	0	0	NA	NA	1	NA	NA	3	NA	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	1	1	2	0	FALSE
