target_genome	target	n_hits_contig	median_pid	median_cov	contig_seq_len	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	genome_contig
2546	SAMN10221166	contig_97	35	98.936	100	42268	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	616	ST155 Cplx	7	Yes	2017	SAMN10221166_contig_97
2547	SAMN10221167	contig_51	33	99.24	100	61541	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	58	ST155 Cplx	6	Yes	2017	SAMN10221167_contig_51
2548	SAMN10221190	contig_166	1	97.403	41.398	365	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	3	No	2017	SAMN10221190_contig_166
2549	SAMN10221190	contig_317	9	98.936	100	8800	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	3	No	2017	SAMN10221190_contig_317
2550	SAMN10221190	contig_68	1	96.407	82.266	1826	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	3	No	2017	SAMN10221190_contig_68
2551	SAMN10221191	contig_135	1	61.364	44.898	32329	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_135
2552	SAMN10221191	contig_18	1	93.289	62.083	1383	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_18
2553	SAMN10221191	contig_191	2	97.653	100	4608	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_191
2554	SAMN10221191	contig_192	1	94.511	100	4540	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_192
2555	SAMN10221191	contig_196	1	87.255	96.682	3214	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_196
2556	SAMN10221191	contig_198	2	96.4555	68.973	2946	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_198
2557	SAMN10221191	contig_31	1	97.949	96.059	1093	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_31
2558	SAMN10221191	contig_61	1	92.925	85.484	639	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_61
2559	SAMN10221191	contig_62	1	92.958	35.062	634	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_62
2560	SAMN10221191	contig_69	1	95.082	52.738	552	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_69
2561	SAMN10221191	contig_8	1	98.716	39.898	2104	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	5502	NA	4	Yes	2017	SAMN10221191_contig_8
2562	SAMN10221192	contig_46	12	98.2735	100	44194	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	8604	NA	4	No	2017	SAMN10221192_contig_46
2563	SAMN10221193	contig_24	36	98.4245	100	47556	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	7	Yes	2017	SAMN10221193_contig_24
2564	SAMN10221196	contig_126	33	99.127	100	35308	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	2	No	2017	SAMN10221196_contig_126
2565	SAMN10221196	contig_158	1	98.37	98.925	11463	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	401	NA	2	No	2017	SAMN10221196_contig_158
2566	SAMN10221197	contig_115	3	98.352	100	3147	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_115
2567	SAMN10221197	contig_116	6	92.557	100	3101	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_116
2568	SAMN10221197	contig_117	3	99.206	74.556	3055	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_117
2569	SAMN10221197	contig_145	3	98.63	54.846	2225	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_145
2570	SAMN10221197	contig_147	3	98.558	100	2142	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_147
2571	SAMN10221197	contig_149	1	98.811	38.326	2021	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_149
2572	SAMN10221197	contig_158	2	97.8095	74.9715	1804	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_158
2573	SAMN10221197	contig_171	3	99.598	100	1611	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_171
2574	SAMN10221197	contig_175	4	99.432	83.456	1516	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_175
2575	SAMN10221197	contig_182	1	100	49.943	1386	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_182
2576	SAMN10221197	contig_183	2	99.519	95.415	1384	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_183
2577	SAMN10221197	contig_184	1	99.564	76.246	1379	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_184
2578	SAMN10221197	contig_185	3	90.083	99.18	1373	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_185
2579	SAMN10221197	contig_190	3	99.248	100	1330	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_190
2580	SAMN10221197	contig_207	2	97.7415	51.306	1070	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_207
2581	SAMN10221197	contig_208	1	100	56.893	1060	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_208
2582	SAMN10221197	contig_262	1	100	42.232	582	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_262
2583	SAMN10221197	contig_268	1	98.895	38.105	552	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_268
2584	SAMN10221197	contig_272	2	99.074	32.99	548	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_272
2585	SAMN10221197	contig_275	1	100	37.474	537	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_275
2586	SAMN10221197	contig_279	1	97.744	100	517	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_279
2587	SAMN10221197	contig_280	1	100	67.339	503	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_280
2588	SAMN10221197	contig_38	5	99.324	94.468	10316	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_38
2589	SAMN10221197	contig_61	2	90.441	92.055	7892	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_61
2590	SAMN10221197	contig_70	9	95.745	100	7030	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_70
2591	SAMN10221197	contig_72	2	95.704	94.5685	6961	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_72
2592	SAMN10221197	contig_76	3	99.718	100	6211	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_76
2593	SAMN10221197	contig_89	5	98.667	100	4766	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	A	2040	NA	9	Yes	2017	SAMN10221197_contig_89
2594	SAMN10221199	contig_227	34	98.73	100	37200	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	1304	NA	4	Yes	2017	SAMN10221199_contig_227
2595	SAMN10221202	contig_28	36	99.339	100	47500	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	1618	ST73 Cplx	2	No	2017	SAMN10221202_contig_28
2596	SAMN10221226	contig_64	35	98.936	100	65303	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	4	Yes	2017	SAMN10221226_contig_64
2597	SAMN10221227	contig_10	3	98.496	48.343	1846	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_10
2598	SAMN10221227	contig_111	1	100	78.333	285	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_111
2599	SAMN10221227	contig_15	1	100	63.415	1611	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_15
2600	SAMN10221227	contig_18	4	98.8635	83.456	1520	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_18
2601	SAMN10221227	contig_20	3	100	65.646	1446	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_20
2602	SAMN10221227	contig_204	1	98.104	100	13118	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_204
2603	SAMN10221227	contig_223	1	92.118	96.209	6638	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_223
2604	SAMN10221227	contig_232	4	98.6535	100	4332	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_232
2605	SAMN10221227	contig_233	2	99.582	100	4191	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_233
2606	SAMN10221227	contig_24	4	98.4265	95.304	1432	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_24
2607	SAMN10221227	contig_241	2	91.4285	72.5965	3344	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_241
2608	SAMN10221227	contig_244	2	94.1295	66.144	2830	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_244
2609	SAMN10221227	contig_245	2	94.967	67.063	2830	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_245
2610	SAMN10221227	contig_25	2	99.377	92.2985	1426	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_25
2611	SAMN10221227	contig_253	2	99.834	100	2354	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_253
2612	SAMN10221227	contig_254	6	96.4915	100	2350	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_254
2613	SAMN10221227	contig_255	4	98.969	100	2237	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_255
2614	SAMN10221227	contig_256	3	98.817	54.304	2183	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_256
2615	SAMN10221227	contig_259	5	98.936	99.038	2122	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_259
2616	SAMN10221227	contig_260	1	99.289	40.034	2112	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_260
2617	SAMN10221227	contig_28	3	95.192	100	1374	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_28
2618	SAMN10221227	contig_36	1	99.742	41.233	1197	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_36
2619	SAMN10221227	contig_40	1	99.164	40.935	1191	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_40
2620	SAMN10221227	contig_41	1	99.72	40.8	1191	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_41
2621	SAMN10221227	contig_43	3	99	65	1101	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_43
2622	SAMN10221227	contig_48	2	99.315	93.275	971	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_48
2623	SAMN10221227	contig_5	1	94.545	36.681	1946	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_5
2624	SAMN10221227	contig_52	1	98.997	62.947	900	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_52
2625	SAMN10221227	contig_53	1	99.666	62.947	900	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_53
2626	SAMN10221227	contig_54	1	98	96.154	877	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_54
2627	SAMN10221227	contig_56	1	100	43.326	876	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_56
2628	SAMN10221227	contig_67	1	89.302	86.235	681	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_67
2629	SAMN10221227	contig_7	1	99.061	96.38	1865	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_7
2630	SAMN10221227	contig_9	3	99.02	48.343	1847	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B2	131	ST131 Cplx	8	Yes	2017	SAMN10221227_contig_9
2631	SAMN10221236	contig_57	31	98.352	100	25813	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	F	648	ST648 Cplx	5	Yes	2017	SAMN10221236_contig_57
2632	SAMN10221236	contig_64	5	98.922	99.753	13773	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	F	648	ST648 Cplx	5	Yes	2017	SAMN10221236_contig_64
2633	SAMN10221239	contig_30	35	98.936	100	67545	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	3580	NA	2	No	2017	SAMN10221239_contig_30
2634	SAMN10221240	contig_23	35	98.936	100	73160	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	1656	NA	3	No	2017	SAMN10221240_contig_23
2635	SAMN10221247	contig_25	21	98.496	100	93732	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	602	ST446 Cplx	1	No	2017	SAMN10221247_contig_25
2636	SAMN10221248	contig_10	4	98.8945	69.7475	2066	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_10
2637	SAMN10221248	contig_15	3	99.197	100	1816	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_15
2638	SAMN10221248	contig_34	2	98.8305	95.1805	929	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_34
2639	SAMN10221248	contig_50	2	98.148	80.682	392	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_50
2640	SAMN10221248	contig_7	5	95.117	91.053	2446	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_7
2641	SAMN10221248	contig_87	24	96.2985	100	56420	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_87
2642	SAMN10221248	contig_9	4	93.116	100	2335	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_9
2643	SAMN10221248	contig_90	22	98.718	100	46208	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	1611	NA	4	No	2017	SAMN10221248_contig_90
2644	SAMN10221254	contig_135	35	98.864	100	63219	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	34	ST10 Cplx	4	Yes	2017	SAMN10221254_contig_135
2645	SAMN10221254	contig_178	4	98.2385	86.2645	10688	2017-01-01	39.784	-100.446	Swine	Food	Swine	A	34	ST10 Cplx	4	Yes	2017	SAMN10221254_contig_178
2646	SAMN10221258	contig_30	35	98.936	100	77419	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	B1	162	ST469 Cplx	2	No	2017	SAMN10221258_contig_30
2647	SAMN10221260	contig_112	2	97.688	100	3625	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	3190	NA	3	No	2017	SAMN10221260_contig_112
2648	SAMN10221260	contig_7	3	95.833	66.912	947	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	3190	NA	3	No	2017	SAMN10221260_contig_7
2649	SAMN10221260	contig_70	25	98.496	100	33516	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	3190	NA	3	No	2017	SAMN10221260_contig_70
2650	SAMN10221260	contig_81	7	96.585	100	22868	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	3190	NA	3	No	2017	SAMN10221260_contig_81
2651	SAMN10221260	contig_86	2	97.952	67.6525	13332	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	3190	NA	3	No	2017	SAMN10221260_contig_86
2652	SAMN10221261	contig_55	22	99.3965	100	53597	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	501	NA	2	No	2017	SAMN10221261_contig_55
2653	SAMN10221261	contig_82	15	99.248	100	12122	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	D	501	NA	2	No	2017	SAMN10221261_contig_82
2654	SAMN10221263	contig_60	10	97.3175	100	29826	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	295	ST23 Cplx	3	Yes	2017	SAMN10221263_contig_60
2655	SAMN10221265	contig_41	7	99.149	97.778	39452	2017-01-01	39.00027	-105.50083	Poultry	Food	Chicken	F	117	None	0	Yes	2017	SAMN10221265_contig_41
2656	SAMN10221265	contig_50	29	98.479	100	29744	2017-01-01	39.00027	-105.50083	Poultry	Food	Chicken	F	117	None	0	Yes	2017	SAMN10221265_contig_50
2657	SAMN10221280	contig_109	4	94.7075	82.1045	13360	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	C	23	ST23 Cplx	4	Yes	2017	SAMN10221280_contig_109
2658	SAMN10221280	contig_110	9	99.029	100	12407	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	C	23	ST23 Cplx	4	Yes	2017	SAMN10221280_contig_110
2659	SAMN10221282	contig_55	34	98.7925	100	40125	2017-01-01	39.784	-100.446	Poultry	Food	Turkey	A	2325	ST467 Cplx	2	Yes	2017	SAMN10221282_contig_55
2660	SAMN10221284	contig_39	36	99.375	100	44663	2017-01-01	39.784	-100.446	Bovine	Food	Bovine	B1	906	NA	4	No	2017	SAMN10221284_contig_39
2661	SAMN10221286	contig_10	1	94.444	95.745	606	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_10
2662	SAMN10221286	contig_101	2	96.583	81.4505	2760	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_101
2663	SAMN10221286	contig_106	4	98.4605	100	2259	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_106
2664	SAMN10221286	contig_112	1	93.396	100	1822	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_112
2665	SAMN10221286	contig_117	2	96.1355	100	1366	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_117
2666	SAMN10221286	contig_118	3	94.086	82.353	1363	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_118
2667	SAMN10221286	contig_126	2	96.467	50.306	1108	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_126
2668	SAMN10221286	contig_136	1	97.727	42.077	932	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_136
2669	SAMN10221286	contig_137	1	97.403	43.137	932	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_137
2670	SAMN10221286	contig_141	1	99.231	56.893	820	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_141
2671	SAMN10221286	contig_6	2	97.394	82.9545	673	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_6
2672	SAMN10221286	contig_63	3	96.552	99.753	27596	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_63
2673	SAMN10221286	contig_72	4	88.0475	97.17	9564	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_72
2674	SAMN10221286	contig_74	10	95.6805	100	9339	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_74
2675	SAMN10221286	contig_78	8	94.9015	100	6853	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_78
2676	SAMN10221286	contig_8	1	99.507	83.884	633	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_8
2677	SAMN10221286	contig_80	3	93.182	96.682	6173	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_80
2678	SAMN10221286	contig_81	8	95.3	100	5952	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_81
2679	SAMN10221286	contig_96	4	90.6215	80.1705	3209	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_96
2680	SAMN10221286	contig_97	3	93.838	60.426	3191	2017-01-01	39.784	-100.446	Swine	Food	Swine	E	5876	NA	5	Yes	2017	SAMN10221286_contig_97
2681	SAMN10221287	contig_1	4	99.432	57.946	929	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_1
2682	SAMN10221287	contig_102	3	100	100	8173	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_102
2683	SAMN10221287	contig_106	2	99.251	98.0925	7429	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_106
2684	SAMN10221287	contig_114	4	99.624	100	5615	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_114
2685	SAMN10221287	contig_116	10	98.2345	100	4796	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_116
2686	SAMN10221287	contig_121	8	99.033	95.304	4171	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_121
2687	SAMN10221287	contig_125	3	93.578	50.725	2761	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_125
2688	SAMN10221287	contig_126	3	99.425	72.157	2739	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_126
2689	SAMN10221287	contig_127	2	99.315	68.55	2508	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_127
2690	SAMN10221287	contig_130	2	96.154	81.031	2102	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_130
2691	SAMN10221287	contig_132	4	99.267	100	1939	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_132
2692	SAMN10221287	contig_134	2	99.835	48.868	1810	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_134
2693	SAMN10221287	contig_14	1	96.833	60.714	678	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_14
2694	SAMN10221287	contig_141	2	98.855	68.586	1397	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_141
2695	SAMN10221287	contig_144	2	99.519	78.0305	1308	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_144
2696	SAMN10221287	contig_148	2	95.0215	83.6495	1135	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_148
2697	SAMN10221287	contig_15	1	97.738	60.714	678	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_15
2698	SAMN10221287	contig_150	2	99.468	56.014	983	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_150
2699	SAMN10221287	contig_16	2	97.539	62.453	667	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_16
2700	SAMN10221287	contig_18	1	100	84.677	642	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_18
2701	SAMN10221287	contig_19	1	90	51.852	633	2017-01-01	39.784	-100.446	Poultry	Food	Chicken	B1	101	ST101 Cplx	4	Yes	2017	SAMN10221287_contig_19
