target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome
569	SAMN08146176	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	1011	NA	5	Yes	2017	1	33	98.901	100
570	SAMN08146304	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	646	NA	7	Yes	2017	1	6	95.6875	100
571	SAMN08146263	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1727	ST446 Cplx	3	Yes	2017	1	33	98.864	100
572	SAMN08146282	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	7	Yes	2017	1	32	97.854	100
573	SAMN08146279	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	6	Yes	2017	1	32	97.854	100
574	SAMN08146314	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	6	Yes	2017	2	32	97.854	100
575	SAMN08146276	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	7	Yes	2017	2	32	97.854	100
576	SAMN08146312	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1049	ST155 Cplx	5	Yes	2017	1	34	98.958	100
577	SAMN08146274	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	7	Yes	2017	2	32	97.9155	100
578	SAMN08146204	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	6	Yes	2017	1	32	97.854	100
579	SAMN08146194	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	162	ST469 Cplx	4	Yes	2017	26	67	98.732	97.744
580	SAMN08146178	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	58	ST155 Cplx	5	No	2017	1	35	98.936	100
581	SAMN08146192	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1049	ST155 Cplx	7	No	2017	1	34	99.0395	100
582	SAMN08146262	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1049	ST155 Cplx	7	Yes	2017	1	34	99.0395	100
583	SAMN08146174	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1727	ST446 Cplx	3	Yes	2017	2	33	98.851	100
584	SAMN08146317	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	A	69	ST69 Cplx	4	Yes	2017	3	30	98.843	100
585	SAMN08146313	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	13	50	98.518	100
586	SAMN08146264	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	6	Yes	2017	1	32	97.854	100
587	SAMN08146303	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	7	Yes	2017	1	32	97.854	100
588	SAMN08146305	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1725	NA	4	Yes	2017	1	35	98.936	100
589	SAMN08146294	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1049	ST155 Cplx	5	Yes	2017	1	34	98.958	100
590	SAMN08146311	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	7	Yes	2017	1	32	97.854	100
591	SAMN08146296	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1727	ST446 Cplx	4	Yes	2017	1	33	98.864	100
592	SAMN08472604	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	1	No	2018	0	0	0	0
593	SAMN08146301	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	3580	NA	4	Yes	2017	28	66	98.837	96.9935
594	SAMN08146171	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	1727	ST446 Cplx	3	Yes	2017	1	33	98.864	100
595	SAMN08472612	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	A	1421	ST46 Cplx	6	Yes	2018	1	1	100	49.462
596	SAMN08472605	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	C	2230	ST23 Cplx	5	Yes	2018	1	10	98.903	100
597	SAMN08472602	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	5	Yes	2018	20	69	98.848	100
598	SAMN08472603	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	F	8089	NA	5	Yes	2018	2	36	98.8615	100
599	SAMN08500545	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	542	NA	4	Yes	2018	2	31	98.83	100
600	SAMN08500551	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	1079	NA	2	Yes	2018	0	0	0	0
601	SAMN08500546	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B2	131	ST131 Cplx	3	Yes	2018	1	33	99.24	100
602	SAMN08500542	2017-01-01	40.4172871	-82.907123	Poultry	Poultry	Turkey	B1	155	ST155 Cplx	4	Yes	2017	2	36	98.9	100
603	SAMN08522365	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	C	88	ST23 Cplx	7	Yes	2018	12	57	99.16	100
604	SAMN08522369	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	1721	ST10 Cplx	3	Yes	2018	0	0	0	0
605	SAMN08522366	2018-01-01	46.729553	-94.6858998	Poultry	Poultry	Turkey	B1	58	ST155 Cplx	4	Yes	2018	0	0	0	0
606	SAMN08522363	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	5	Yes	2018	1	8	98.4935	98.889
607	SAMN08522364	2018-01-01	40.4172871	-82.907123	Swine	Livestock	Swine	B1	5901	NA	4	Yes	2018	1	34	94.8665	100
608	SAMN08522362	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	93	ST168 Cplx	3	Yes	2018	1	11	98.936	100
609	SAMN08581899	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	10	ST10 Cplx	4	Yes	2018	1	34	98.73	100
610	SAMN08581900	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	101	ST101 Cplx	4	Yes	2018	2	11	99.248	100
611	SAMN08581898	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	10	ST10 Cplx	3	Yes	2018	3	31	98.795	100
612	SAMN08581897	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	35	98.864	100
613	SAMN08581720	2018-01-01	39.5500507	-105.7820674	Bovine	Livestock	Bovine	B1	8140	NA	1	Yes	2018	0	0	0	0
614	SAMN08581714	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	2	35	99.206	100
615	SAMN08581716	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B2	131	ST131 Cplx	3	Yes	2018	1	33	99.13	100
616	SAMN08624234	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	4	Yes	2018	2	35	98.837	100
617	SAMN08624236	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	441	NA	6	No	2018	1	36	98.6225	100
618	SAMN08624227	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0
619	SAMN08624231	2018-01-01	35.0077519	-97.092877	Swine	Livestock	Swine	B1	1196	NA	7	Yes	2018	4	19	98.63	100
620	SAMN08631246	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	8160	NA	4	Yes	2018	22	64	99.4315	100
621	SAMN08631252	2018-01-01	39.5500507	-105.7820674	Swine	Livestock	Swine	B1	101	ST101 Cplx	1	Yes	2018	0	0	0	0
622	SAMN08631251	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	6	Yes	2018	2	32	99.169	100
623	SAMN08631254	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	31	99.13	100
624	SAMN08714144	2018-01-01	32.3182314	-86.902298	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0
625	SAMN08714137	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	2	34	99.185	100
626	SAMN08714135	2018-01-01	35.0077519	-97.092877	Swine	Livestock	Swine	B1	603	NA	4	Yes	2018	2	34	98.936	100
627	SAMN08714138	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	336	ST278 Cplx	3	Yes	2018	0	0	0	0
628	SAMN08719150	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	29	ST29 Cplx	7	Yes	2018	18	65	99.091	100
629	SAMN08719153	2018-01-01	40.4172871	-82.907123	Swine	Livestock	Swine	A	93	ST168 Cplx	6	Yes	2018	4	18	98.9	100
630	SAMN08719144	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	B1	336	ST278 Cplx	2	Yes	2018	0	0	0	0
631	SAMN08719220	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	5909	ST10 Cplx	4	Yes	2018	1	33	98.079	100
632	SAMN08719212	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	E	1508	NA	3	Yes	2018	2	32	99.551	100
633	SAMN08719219	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	A	1080	NA	3	Yes	2018	2	36	98.7445	100
634	SAMN08719215	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	B1	641	ST86 Cplx	6	Yes	2018	5	42	98.594	100
635	SAMN08719214	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	A	3274	ST10 Cplx	3	Yes	2018	0	0	0	0
636	SAMN08719213	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	F	117	NA	6	Yes	2018	4	40	98.424	100
637	SAMN08767334	2018-01-01	33.836081	-81.1637245	Poultry	Poultry	Turkey	B1	58	ST155 Cplx	3	Yes	2018	7	43	98.63	100
638	SAMN08767333	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	2	33	99.13	100
639	SAMN08851692	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	993	ST10 Cplx	3	Yes	2018	2	37	98.496	100
640	SAMN08851693	2018-01-01	32.1656221	-82.9000751	Bovine	Livestock	Bovine	B1	446	ST446 Cplx	1	Yes	2018	1	32	98.5185	100
641	SAMN08851686	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	C	88	ST23 Cplx	5	Yes	2018	1	35	98.864	100
642	SAMN08851681	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	6	Yes	2018	26	68	99.01	96.4355
643	SAMN08851689	2018-01-01	46.729553	-94.6858998	Bovine	Livestock	Bovine	B1	4198	NA	0	Yes	2018	0	0	0	0
644	SAMN08851683	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	A	5133	NA	6	Yes	2018	1	32	98.8455	100
645	SAMN08863902	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	F	117	NA	4	Yes	2018	10	43	98.558	100
646	SAMN08863905	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	A	3944	ST10 Cplx	3	Yes	2018	0	0	0	0
647	SAMN08863899	2018-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	E	8207	NA	2	Yes	2018	1	2	96.079	53.495
648	SAMN08863906	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	8208	NA	4	Yes	2018	1	35	98.936	100
649	SAMN08863903	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	1079	NA	3	Yes	2018	4	35	98.936	100
650	SAMN08910001	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	B1	4379	NA	7	Yes	2018	2	32	98.568	100
651	SAMN08909999	2018-01-01	40.7127753	-74.0059728	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	1	31	99.13	100
652	SAMN08910000	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	5409	NA	5	Yes	2018	1	30	98.83	100
653	SAMN08899176	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	2077	NA	4	Yes	2018	0	0	0	0
654	SAMN08899174	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	2	Yes	2018	1	36	98.8455	100
655	SAMN08909989	2018-01-01	39.0457549	-76.6412712	Bovine	Livestock	Bovine	B1	155	ST155 Cplx	3	No	2018	0	0	0	0
656	SAMN08909983	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	E	4151	NA	1	Yes	2018	1	31	97.26	100
657	SAMN08909985	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	10	ST10 Cplx	4	Yes	2018	3	31	98.795	100
658	SAMN08930682	2018-01-01	43.7844397	-88.7878678	Swine	Livestock	Swine	A	540	NA	3	Yes	2018	1	1	54.054	50.685
659	SAMN08930680	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	33	99.24	100
660	SAMN08930678	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	48	ST10 Cplx	1	Yes	2018	0	0	0	0
661	SAMN08930681	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	F	117	NA	6	Yes	2018	2	33	98.78	100
662	SAMN08930677	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	C	88	ST23 Cplx	7	Yes	2018	3	37	99.038	100
663	SAMN08937776	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	6617	ST10 Cplx	4	Yes	2018	0	0	0	0
664	SAMN08937782	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	1	Yes	2018	0	0	0	0
665	SAMN08937778	2018-01-01	35.20105	-91.8318334	Poultry	Poultry	Chicken	B1	155	ST155 Cplx	4	Yes	2018	8	52	98.817	100
666	SAMN08937784	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	B2	567	NA	2	Yes	2018	1	35	99.123	100
667	SAMN08937785	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	5	Yes	2018	0	0	0	0
668	SAMN08937779	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	A	793	ST206 Cplx	3	Yes	2018	8	41	98.837	100
669	SAMN08937783	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	8218	NA	1	Yes	2018	0	0	0	0
670	SAMN08963946	2018-03-01	43.1938516	-71.5723953	Swine	Livestock	Swine	B1	602	ST446 Cplx	2	No	2018	1	32	99.0845	100
671	SAMN09002909	2018-01-01	35.20105	-91.8318334	Poultry	Poultry	Turkey	B1	58	ST155 Cplx	5	Yes	2018	2	35	99.044	100
672	SAMN09002913	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2018	15	56	99.147	100
673	SAMN09002910	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	871	NA	1	Yes	2018	0	0	0	0
674	SAMN09002912	2018-01-01	35.0077519	-97.092877	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0
675	SAMN09013578	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	A	548	ST10 Cplx	3	No	2018	1	6	97.361	93.827
676	SAMN09013573	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	A	8248	NA	4	Yes	2018	1	33	97.802	100
677	SAMN09013572	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	278	ST278 Cplx	3	No	2018	1	6	98.583	100
678	SAMN09013571	2018-01-01	39.3209801	-111.0937311	Bovine	Livestock	Bovine	B1	278	ST278 Cplx	2	No	2018	0	0	0	0
679	SAMN09013574	2018-01-01	32.3546679	-89.3985283	Poultry	Poultry	Chicken	B1	155	ST155 Cplx	2	No	2018	0	0	0	0
680	SAMN09013512	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	164	NA	3	Yes	2018	1	36	99.1655	100
681	SAMN09013516	2018-01-01	36.778261	-119.4179324	Bovine	Livestock	Bovine	B2	95	ST95 Cplx	2	No	2018	1	36	98.5635	100
682	SAMN09013513	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	154	NA	1	Yes	2018	2	36	98.7175	100
683	SAMN09013519	2018-01-01	37.9642529	-91.8318334	Bovine	Livestock	Bovine	D	69	ST69 Cplx	0	No	2018	3	36	98.563	100
684	SAMN09013518	2018-01-01	39.5500507	-105.7820674	Swine	Livestock	Swine	A	218	ST10 Cplx	3	Yes	2018	0	0	0	0
685	SAMN09013511	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B2	95	ST95 Cplx	3	No	2018	2	44	97.9105	100
686	SAMN09013472	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	A	93	ST168 Cplx	4	Yes	2018	1	14	98.9	100
687	SAMN09013465	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	8246	ST101 Cplx	3	Yes	2018	1	31	98.936	100
688	SAMN09013475	2018-01-01	44.0682019	-114.7420408	Swine	Livestock	Swine	B1	58	ST155 Cplx	2	Yes	2018	0	0	0	0
689	SAMN09013468	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	93	ST168 Cplx	3	Yes	2018	0	0	0	0
690	SAMN09013471	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	B1	58	ST155 Cplx	6	No	2018	2	33	98.901	100
691	SAMN09098792	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	1	No	2018	1	33	98.859	100
692	SAMN09098794	2018-01-01	46.729553	-94.6858998	Bovine	Livestock	Bovine	B1	711	NA	2	Yes	2018	1	36	98.7175	100
693	SAMN09098800	2018-01-01	32.3182314	-86.902298	Bovine	Livestock	Bovine	A	2541	NA	4	Yes	2018	2	36	99.1865	100
694	SAMN09098787	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	12	99.0255	100
695	SAMN09098782	2018-01-01	39.0457549	-76.6412712	Bovine	Livestock	Bovine	B1	154	NA	1	No	2018	0	0	0	0
696	SAMN09098779	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	B1	3558	NA	1	No	2018	3	36	98.563	100
697	SAMN09098797	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	B1	101	ST101 Cplx	1	Yes	2018	1	1	99	49.261
698	SAMN09195623	2018-01-01	44.3148443	-85.6023643	Bovine	Livestock	Bovine	B1	109	NA	0	Yes	2018	0	0	0	0
699	SAMN09195629	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	683	ST155 Cplx	3	Yes	2018	0	0	0	0
700	SAMN09195627	2018-01-01	43.9695148	-99.9018131	Swine	Livestock	Swine	E	1607	NA	4	No	2018	1	26	94.5235	100
701	SAMN09195625	2018-01-01	44.5588028	-72.5778415	Swine	Livestock	Swine	B1	20	ST20 Cplx	1	No	2018	1	5	98.178	100
702	SAMN09195610	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	33	98.63	100
703	SAMN09195624	2018-01-01	40.4172871	-82.907123	Swine	Livestock	Swine	B1	795	ST278 Cplx	3	No	2018	3	35	98.971	100
704	SAMN09195614	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	B1	675	ST205 Cplx	3	No	2018	1	36	97.883	100
705	SAMN09195626	2018-01-01	39.3209801	-111.0937311	Bovine	Livestock	Bovine	A	10	ST10 Cplx	5	Yes	2018	3	33	98.23	100
706	SAMN09195613	2018-01-01	41.4925374	-99.9018131	Bovine	Livestock	Bovine	B1	187	NA	2	No	2018	1	1	98.851	46.774
707	SAMN09195612	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	8220	ST467 Cplx	3	Yes	2018	1	36	99.248	100
708	SAMN09233768	2018-01-01	40.0583238	-74.4056612	Swine	Livestock	Swine	A	10	ST10 Cplx	6	Yes	2018	4	37	98.63	100
709	SAMN09233726	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B2	131	ST131 Cplx	5	Yes	2018	3	31	99.125	100
710	SAMN09233722	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	301	ST165 Cplx	3	No	2018	8	45	98.246	100
711	SAMN09233719	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	641	ST86 Cplx	5	Yes	2018	2	18	98.73	100
712	SAMN09233724	2018-01-01	40.4172871	-82.907123	Swine	Livestock	Swine	B1	109	NA	1	Yes	2018	0	0	0	0
713	SAMN09267080	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	1	31	99.13	100
714	SAMN09267083	2018-01-01	40.7127753	-74.0059728	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2018	0	0	0	0
715	SAMN09267081	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	A	8289	NA	6	Yes	2018	4	32	93.425	100
716	SAMN09343325	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	2	35	98.864	100
717	SAMN09343329	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	A	48	ST10 Cplx	1	Yes	2018	0	0	0	0
718	SAMN09343327	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	2	35	98.907	100
719	SAMN09343322	2018-01-01	37.9642529	-91.8318334	Bovine	Livestock	Bovine	B1	947	ST469 Cplx	0	Yes	2018	0	0	0	0
720	SAMN09343321	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	1	Yes	2018	1	30	98.83	100
721	SAMN09343330	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	A	10	ST10 Cplx	0	No	2018	0	0	0	0
722	SAMN09343328	2018-01-01	45.253783	-69.4454689	Bovine	Livestock	Bovine	A	48	ST10 Cplx	3	Yes	2018	0	0	0	0
723	SAMN09343332	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	1	30	98.9185	100
724	SAMN09386342	2018-01-01	33.836081	-81.1637245	Poultry	Poultry	Turkey	B1	155	ST155 Cplx	5	Yes	2018	1	30	98.83	100
725	SAMN09386340	2018-01-01	39.5500507	-105.7820674	Bovine	Livestock	Bovine	B1	8324	ST446 Cplx	0	No	2018	0	0	0	0
726	SAMN09386341	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	1	31	99.13	100
727	SAMN09386374	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	B1	101	ST101 Cplx	1	Yes	2018	1	1	99	49.261
728	SAMN09444062	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	1	33	97.802	100
729	SAMN09444063	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	7	39	98.936	100
730	SAMN09444068	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	336	ST278 Cplx	1	Yes	2018	0	0	0	0
731	SAMN09444061	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	1310	NA	3	Yes	2018	2	35	99.125	100
732	SAMN09444071	2018-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	327	NA	2	No	2018	1	29	98.529	100
733	SAMN09444070	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	162	ST469 Cplx	3	Yes	2018	1	35	98.98	100
734	SAMN09444067	2018-01-01	40.2671941	-86.1349019	Poultry	Poultry	Turkey	B1	58	ST155 Cplx	6	Yes	2018	10	40	98.6285	100
735	SAMN09444069	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	971	ST155 Cplx	2	Yes	2018	0	0	0	0
736	SAMN09444056	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	746	ST10 Cplx	2	No	2018	0	0	0	0
737	SAMN09462586	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	1114	ST165 Cplx	2	Yes	2018	2	3	99.528	100
738	SAMN09462585	2018-01-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B1	155	ST155 Cplx	2	Yes	2018	2	32	99.11	100
739	SAMN09462584	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	A	218	ST10 Cplx	0	Yes	2018	0	0	0	0
740	SAMN09462583	2018-01-01	47.5514926	-101.0020119	Swine	Livestock	Swine	A	540	NA	3	Yes	2018	1	30	98.76	100
741	SAMN09462582	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	1114	ST165 Cplx	3	Yes	2018	0	0	0	0
742	SAMN09462581	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	10	ST10 Cplx	0	Yes	2018	0	0	0	0
743	SAMN09462577	2018-01-01	39.3209801	-111.0937311	Bovine	Livestock	Bovine	A	3021	ST467 Cplx	5	No	2018	22	73	99.038	100
744	SAMN09462576	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	164	NA	3	No	2018	1	32	98.4725	100
745	SAMN09462575	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	10	ST10 Cplx	3	Yes	2018	0	0	0	0
746	SAMN09462545	2018-01-01	31.9685988	-99.9018131	Swine	Livestock	Swine	E	7255	NA	2	Yes	2018	5	39	98.83	100
747	SAMN09462543	2018-01-01	46.729553	-94.6858998	Poultry	Poultry	Turkey	B1	155	ST155 Cplx	7	Yes	2018	24	72	98.806	100
748	SAMN09489549	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	1114	ST165 Cplx	2	Yes	2018	1	28	98.83	100
749	SAMN09489545	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	187	NA	0	No	2018	0	0	0	0
750	SAMN09489518	2018-01-01	32.3182314	-86.902298	Bovine	Livestock	Bovine	B1	8350	NA	5	Yes	2018	3	36	97.0405	100
751	SAMN09489517	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	744	ST10 Cplx	4	Yes	2018	1	33	99.344	100
752	SAMN09489515	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	B1	767	ST155 Cplx	3	No	2018	1	36	98.4415	100
753	SAMN09489514	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	8349	NA	3	Yes	2018	1	34	98.8405	100
754	SAMN09489521	2018-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	B1	224	NA	4	Yes	2018	1	28	98.8	100
755	SAMN09489333	2018-01-01	35.7595731	-79.0192997	Bovine	Livestock	Bovine	B1	278	ST278 Cplx	0	Yes	2018	0	0	0	0
