new_protein_ids	accession_id	protein_id	gene	seq_len	protein_des	ReplacedBy	Organism_old	Title_old	SubType	SubName	Organism_new	Title_new	Status	gene_name	Plasmid	GenBank.Number	Host	Protein	query_protein_len
WP_001757028.1	NC_022333	YP_008531328.1	trai	5301	conjugal transfer nickase	WP_001757028.1	NA	conjugal transfer nickase/helicase (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Escherichia coli	conjugative transfer relaxase/helicase TraI [Escherichia coli]	NA	trai	pCss165Kan	NC_022333	Escherichia coli	TraI	1766
WP_000794311.1	NC_022333	YP_008531348.1	trak	741	F	WP_000794311.1	NA	F-pilus assembly protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system secretin TraK [Enterobacteriaceae]	NA	trak	pCss165Kan	NC_022333	Escherichia coli	TraK	246
WP_001757027.1	NC_022333	YP_008531350.1	tral	297	F	WP_001757027.1	NA	F-pilus assembly protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Escherichia coli	type IV conjugative transfer system protein TraL [Escherichia coli]	suppressed	tral	pCss165Kan	NC_022333	Escherichia coli	TraL	98
WP_001137411.1	NC_022333	YP_008531356.1	tram	384	conjugal transfer protein M	WP_001137411.1	NA	conjugal transfer protein M (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Enterobacteriaceae	MULTISPECIES: conjugal transfer relaxosome DNA-binding protein TraM [Enterobacteriaceae]	NA	tram	pCss165Kan	NC_022333	Escherichia coli	TraM	127
WP_001398575.1	NC_022333	YP_008531336.1	tran	1839	conjugal transfer mating contact stabilization protein	WP_001398575.1	NA	conjugal transfer mating contact stabilization protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Escherichia coli	type-F conjugative transfer system mating-pair stabilization protein TraN [Escherichia coli]	NA	tran	pCss165Kan	NC_022333	Escherichia coli	TraN	612
WP_021018630.1	NC_022333	YP_008531330.1	trat	663	TraT complement resistance protein	WP_021018630.1	NA	TraT complement resistance protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Escherichia coli	complement resistance protein TraT [Escherichia coli]	NA	trat	pCss165Kan	NC_022333	Escherichia coli	TraT	220
WP_001083236.1	NC_022333	YP_008531339.1	trau	987	conjugal transfer protein	WP_001083236.1	NA	conjugal transfer protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Gammaproteobacteria	MULTISPECIES: conjugal transfer pilus assembly protein TraU [Gammaproteobacteria]	NA	trau	pCss165Kan	NC_022333	Escherichia coli	TraU	328
WP_000724374.1	NC_022333	YP_008531343.1	trav	600	F	WP_000724374.1	NA	F-pilus assembly protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Gammaproteobacteria	MULTISPECIES: type IV conjugative transfer system lipoprotein TraV [Gammaproteobacteria]	NA	trav	pCss165Kan	NC_022333	Escherichia coli	TraV	199
WP_001398578.1	NC_022333	YP_008531340.1	traw	636	F	WP_001398578.1	NA	F-pilus assembly protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system protein TraW [Enterobacteriaceae]	NA	traw	pCss165Kan	NC_022333	Escherichia coli	TraW	211
WP_001731102.1	NC_022333	YP_008531326.1	trax	732	F	WP_001731102.1	NA	F-pilin acetylation protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Escherichia coli	type-F conjugative transfer system pilin acetylase TraX [Escherichia coli]	NA	trax	NA	NA	NA	NA	243
WP_000205720.1	NC_022333	YP_008531457.1	trax	747	F	WP_000205720.1	NA	F-pilin acetylation protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Escherichia coli	conjugal transfer pilus acetylase TraX [Escherichia coli]	NA	trax	NA	NA	NA	NA	248
WP_001398573.1	NC_022333	YP_008531334.1	trbb	603	type	WP_001398573.1	NA	type-F conjugative transfer pilin assembly thioldisulfide isomerase (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Escherichia coli	type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB [Escherichia coli]	NA	trbb	pCss165Kan	NC_022333	Escherichia coli	TrbB	200
WP_001731111.1	NC_022333	YP_008531337.1	trbc	615	type	WP_001731111.1	NA	type-F conjugative transfer system pilin assembly protein (plasmid) [Escherichia coli]	plasmid|strain	pCss165Kan|4266 delta cssB::Km	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TrbC [Enterobacteriaceae]	NA	trbc	pCss165Kan	NC_022333	Escherichia coli	TrbC	204
WP_001390489.1	NC_022743	YP_008766623.1	traj	471	conjugative transfer regulator TraJ	WP_001390489.1	NA	"conjugative transfer regulator TraJ, truncated (plasmid) [Escherichia coli]"	plasmid|strain|serovar	pHUSEC2011-2|HUSEC2011|O104:H4	Escherichia coli	PAS domain-containing protein [Escherichia coli]	NA	traj	pHUSEC2011-2	NC_022743	Escherichia coli	TraJ	156
WP_000139334.1	NC_023315	YP_008997924.1	fino	561	IncF plasmid conjugative transfer fertility inhibition protein FinO	WP_000139334.1	NA	IncF plasmid conjugative transfer fertility inhibition protein FinO (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia coli	fertility inhibition protein FinO [Escherichia coli]	NA	fino	pEQ011	NC_023315	Escherichia coli	FinO	186
WP_024127870.1	NC_023315	YP_008997958.1	traa	393	IncF plasmid conjugative transfer pilin protein TraA	WP_024127870.1	NA	IncF plasmid conjugative transfer pilin protein TraA (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system pilin TraA [Enterobacteriaceae]	NA	traa	pEQ011	NC_023315	Escherichia coli	TraA	130
WP_024127869.1	NC_023315	YP_008997947.1	trac	2628	IncF plasmid conjugative transfer pilus assembly protein TraC	WP_024127869.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraC (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia coli	type IV secretion system protein TraC [Escherichia coli]	NA	trac	pEQ011	NC_023315	Escherichia coli	TraC	875
WP_024127866.1	NC_023315	YP_008997927.1	trad	2199	IncF plasmid conjugative transfer protein TraD	WP_024127866.1	NA	IncF plasmid conjugative transfer protein TraD (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia coli	type IV conjugative transfer system coupling protein TraD [Escherichia coli]	NA	trad	pEQ011	NC_023315	Escherichia coli	TraD	732
WP_001007026.1	NC_023315	YP_008997931.1	trag	2823	IncF plasmid conjugative transfer protein TraG	WP_001007026.1	NA	IncF plasmid conjugative transfer protein TraG (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: conjugal transfer mating-pair stabilization protein TraG [Enterobacteriaceae]	NA	trag	pEQ011	NC_023315	Escherichia coli	TraG	940
WP_024127865.1	NC_023315	YP_008997926.1	trai	5271	IncF plasmid conjugative transfer DNA	WP_024127865.1	NA	IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia coli	conjugative transfer relaxase/helicase TraI [Escherichia coli]	NA	trai	pEQ011	NC_023315	Escherichia coli	TraI	1756
WP_000332528.1	NC_023315	YP_008997960.1	traj	648	protein traJ	WP_000332528.1	NA	protein traJ (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: transcriptional regulator TraJ family protein [Enterobacteriaceae]	NA	traj	pEQ011	NC_023315	Escherichia coli	TraJ	215
WP_001151530.1	NC_023315	YP_008997961.1	tram	384	IncF plasmid conjugative transfer mating signal transduction protein TraM	WP_001151530.1	NA	IncF plasmid conjugative transfer mating signal transduction protein TraM (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: conjugal transfer relaxosome DNA-binding protein TraM [Enterobacteriaceae]	NA	tram	pEQ011	NC_023315	Escherichia coli	TraM	127
WP_000821818.1	NC_023315	YP_008997940.1	tran	1809	IncF plasmid conjugative transfer protein TraN	WP_000821818.1	NA	IncF plasmid conjugative transfer protein TraN (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system mating-pair stabilization protein TraN [Enterobacteriaceae]	NA	tran	pEQ011	NC_023315	Escherichia coli	TraN	602
WP_000002780.1	NC_023315	YP_008997953.1	trap	573	IncF plasmid conjugative transfer protein TraP	WP_000002780.1	NA	IncF plasmid conjugative transfer protein TraP (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus-stabilizing protein TraP [Enterobacteriaceae]	NA	trap	pEQ011	NC_023315	Escherichia coli	TraP	190
WP_024127867.1	NC_023315	YP_008997935.1	traq	285	IncF plasmid conjugative transfer protein TraQ	WP_024127867.1	NA	IncF plasmid conjugative transfer protein TraQ (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia	MULTISPECIES: type-F conjugative transfer system pilin chaperone TraQ [Escherichia]	NA	traq	pEQ011	NC_023315	Escherichia coli	TraQ	94
WP_001358172.1	NC_023315	YP_008997929.1	trat	777	IncF plasmid conjugative transfer surface exclusion protein TraT	WP_001358172.1	NA	IncF plasmid conjugative transfer surface exclusion protein TraT (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia coli	conjugal transfer complement resistance protein TraT [Escherichia coli]	suppressed	trat	pEQ011	NC_023315	Escherichia coli	TraT	258
WP_000809906.1	NC_023315	YP_008997950.1	trav	516	IncF plasmid conjugative transfer pilus assembly protein TraV	WP_000809906.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraV (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system lipoprotein TraV [Enterobacteriaceae]	NA	trav	pEQ011	NC_023315	Escherichia coli	TraV	171
WP_000205737.1	NC_023315	YP_008997925.1	trax	747	IncF plasmid conjugative transfer pilin acetylase TraX	WP_000205737.1	NA	IncF plasmid conjugative transfer pilin acetylase TraX (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia coli	conjugal transfer pilus acetylase TraX [Escherichia coli]	NA	trax	pEQ011	NC_023315	Escherichia coli	TraX	248
WP_000589558.1	NC_023315	YP_008997959.1	tray	228	IncF plasmid conjugative transfer regulator TraY	WP_000589558.1	NA	IncF plasmid conjugative transfer regulator TraY (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: conjugal transfer relaxosome protein TraY [Enterobacteriaceae]	NA	tray	pEQ011	NC_023315	Escherichia coli	TraY	75
WP_024127868.1	NC_023315	YP_008997937.1	trba	348	IncF plasmid conjugative transfer protein TrbA	WP_024127868.1	NA	IncF plasmid conjugative transfer protein TrbA (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Escherichia coli	conjugal transfer protein TrbA [Escherichia coli]	NA	trba	pEQ011	NC_023315	Escherichia coli	TrbA	115
WP_001104248.1	NC_023315	YP_008997941.1	trbc	639	IncF plasmid conjugative transfer protein TrbC	WP_001104248.1	NA	IncF plasmid conjugative transfer protein TrbC (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TrbC [Enterobacteriaceae]	NA	trbc	pEQ011	NC_023315	Escherichia coli	TrbC	212
WP_000864320.1	NC_023315	YP_008997939.1	trbe	258	IncF plasmid conjugative transfer protein TrbE	WP_000864320.1	NA	IncF plasmid conjugative transfer protein TrbE (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbE [Enterobacteriaceae]	NA	trbe	pEQ011	NC_023315	Escherichia coli	TrbE	85
WP_000214086.1	NC_023315	YP_008997946.1	trbi	387	IncF plasmid conjugative transfer protein TrbI	WP_000214086.1	NA	IncF plasmid conjugative transfer protein TrbI (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system protein TrbI [Enterobacteriaceae]	NA	trbi	pEQ011	NC_023315	Escherichia coli	TrbI	128
WP_001244873.1	NC_023315	YP_008997933.1	trbj	303	IncF plasmid conjugative transfer protein TrbJ	WP_001244873.1	NA	IncF plasmid conjugative transfer protein TrbJ (plasmid) [Escherichia coli]	plasmid|strain	pEQ011|EQ011	Enterobacteriaceae	MULTISPECIES: P-type conjugative transfer protein TrbJ [Enterobacteriaceae]	NA	trbj	pEQ011	NC_023315	Escherichia coli	TrbJ	100
WP_000399774.1	NC_023327	YP_008998614.1	trae	567	conjugal transfer pilus assembly protein TraE	WP_000399774.1	NA	conjugal transfer pilus assembly protein TraE (plasmid) [Escherichia coli ACN001]	plasmid|strain	pACN001-B|ACN001	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system protein TraE [Enterobacteriaceae]	NA	trae	pACN001-B	NC_023327	Escherichia coli	TraE	188
WP_000332490.1	NC_023327	YP_008998610.1	traj	687	conjugative transfer regulatory protein TraJ	WP_000332490.1	NA	conjugative transfer regulatory protein TraJ (plasmid) [Escherichia coli ACN001]	plasmid|strain	pACN001-B|ACN001	Enterobacteriaceae	MULTISPECIES: PAS domain-containing protein [Enterobacteriaceae]	NA	traj	pACN001-B	NC_023327	Escherichia coli	TraJ	228
WP_001340581.1	NC_023327	YP_008998615.1	trak	672	F pilin assembly protein TraK	WP_001340581.1	NA	F pilin assembly protein TraK (plasmid) [Escherichia coli ACN001]	plasmid|strain	pACN001-B|ACN001	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system secretin TraK [Enterobacteriaceae]	NA	trak	pACN001-B	NC_023327	Escherichia coli	TraK	223
WP_024130038.1	NC_023327	YP_008998609.1	tram	384	type IV secretion	WP_024130038.1	NA	type IV secretion-like conjugative transfer system protein TraM (plasmid) [Escherichia coli ACN001]	plasmid|strain	pACN001-B|ACN001	Escherichia coli	conjugal transfer relaxosome DNA-binding protein TraM [Escherichia coli]	NA	tram	pACN001-B	NC_023327	Escherichia coli	TraM	127
WP_024130039.1	NC_023327	YP_008998617.1	trap	396	putative conjugal transfer protein TraP	WP_024130039.1	NA	putative conjugal transfer protein TraP (plasmid) [Escherichia coli ACN001]	plasmid|strain	pACN001-B|ACN001	Escherichia coli	conjugal transfer pilus-stabilizing protein TraP [Escherichia coli]	suppressed	trap	pACN001-B	NC_023327	Escherichia coli	TraP	131
WP_001030367.1	NC_024956	YP_009060141.1	traf	744	type	WP_001030367.1	NA	type-F conjugative transfer system pilin assembly protein TraF (plasmid) [Escherichia coli]	plasmid|isolation_source|strain	pDM0133|chicken broilery|K-12	Gammaproteobacteria	MULTISPECIES: type-F conjugative transfer system pilin assembly protein TraF [Gammaproteobacteria]	NA	traf	pDM0133	NC_024956	Escherichia coli	TraF	247
WP_031942353.1	NC_024956	YP_009060129.1	trai	4872	conjugative transfer relaxase protein TraI	WP_031942353.1	NA	conjugative transfer relaxase protein TraI (plasmid) [Escherichia coli]	plasmid|isolation_source|strain	pDM0133|chicken broilery|K-12	Escherichia coli	conjugative transfer relaxase/helicase TraI [Escherichia coli]	suppressed	trai	pDM0133	NC_024956	Escherichia coli	TraI	1623
WP_000270011.1	NC_024956	YP_009060140.1	traq	237	type	WP_000270011.1	NA	type-F conjugative transfer system pilinchaperone TraQ (plasmid) [Escherichia coli]	plasmid|isolation_source|strain	pDM0133|chicken broilery|K-12	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system pilin chaperone TraQ [Enterobacteriaceae]	NA	traq	pDM0133	NC_024956	Escherichia coli	TraQ	78
WP_001490799.1	NC_024956	YP_009060134.1	tras	183	protein traS	WP_001490799.1	NA	protein traS (plasmid) [Escherichia coli]	plasmid|isolation_source|strain	pDM0133|chicken broilery|K-12	Escherichia coli	protein traS [Escherichia coli]	suppressed	tras	pDM0133	NC_024956	Escherichia coli	TraS	60
WP_001346261.1	NC_024956	YP_009060145.1	traw	588	type	WP_001346261.1	NA	type-F conjugative transfer system protein TraW (plasmid) [Escherichia coli]	plasmid|isolation_source|strain	pDM0133|chicken broilery|K-12	Escherichia coli	type-F conjugative transfer system protein TraW [Escherichia coli]	NA	traw	pDM0133	NC_024956	Escherichia coli	TraW	195
WP_031942354.1	NC_024956	YP_009060137.1	trbf	168	protein trbF	WP_031942354.1	NA	protein trbF (plasmid) [Escherichia coli]	plasmid|isolation_source|strain	pDM0133|chicken broilery|K-12	Escherichia coli	protein trbF [Escherichia coli]	suppressed	trbf	pDM0133	NC_024956	Escherichia coli	TrbF	55
WP_021532655.1	NC_025106	YP_009066505.1	trad	2235	TraD protein	WP_021532655.1	NA	TraD protein (plasmid) [Escherichia coli]	clone|plasmid|country|collection_date|collected_by|strain	ST410|pMC-NDM|Poland:Warsaw|02-Aug-2011|Anna Meler|NMI5428/11	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system coupling protein TraD [Enterobacteriaceae]	NA	trad	pMC-NDM	NC_025106	Escherichia coli	TraD	744
WP_031943494.1	NC_025106	YP_009066503.1	tras	510	TraS protein	WP_031943494.1	NA	TraS protein (plasmid) [Escherichia coli]	clone|plasmid|country|collection_date|collected_by|strain	ST410|pMC-NDM|Poland:Warsaw|02-Aug-2011|Anna Meler|NMI5428/11	Enterobacteriaceae	MULTISPECIES: conjugal transfer entry exclusion protein TraS [Enterobacteriaceae]	NA	tras	pMC-NDM	NC_025106	Escherichia coli	TraS	169
WP_001057287.1	NC_025106	YP_009066484.1	trbd	321	TrbD protein	WP_001057287.1	NA	TrbD protein (plasmid) [Escherichia coli]	clone|plasmid|country|collection_date|collected_by|strain	ST410|pMC-NDM|Poland:Warsaw|02-Aug-2011|Anna Meler|NMI5428/11	Enterobacteriaceae	MULTISPECIES: conjugal transfer protein TrbD [Enterobacteriaceae]	NA	trbd	pMC-NDM	NC_025106	Escherichia coli	TrbD	106
WP_002430914.1	NC_025139	YP_009068316.1	fino	612	IncF plasmid conjugative transfer fertility inhibition protein FinO	WP_002430914.1	NA	IncF plasmid conjugative transfer fertility inhibition protein FinO (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH2291-144|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-2291|Homo sapiens|UCD-CFS H-2291	Escherichia coli	fertility inhibition protein FinO [Escherichia coli]	suppressed	fino	NA	NA	NA	NA	203
WP_032072184.1	NC_025139	YP_009068338.1	traw	633	IncF plasmid conjugative transfer pilus assembly protein TraW	WP_032072184.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraW (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH2291-144|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-2291|Homo sapiens|UCD-CFS H-2291	Escherichia coli	type-F conjugative transfer system protein TraW [Escherichia coli]	NA	traw	pH2291-144	NC_025139	Escherichia coli	TraW	210
WP_032072182.1	NC_025139	YP_009068317.1	trax	747	IncF plasmid conjugative transfer pilin acetylase TraX	WP_032072182.1	NA	IncF plasmid conjugative transfer pilin acetylase TraX (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH2291-144|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-2291|Homo sapiens|UCD-CFS H-2291	Escherichia coli	conjugal transfer pilus acetylase TraX [Escherichia coli]	NA	trax	pH2291-144	NC_025139	Escherichia coli	TraX	248
WP_032072183.1	NC_025139	YP_009068326.1	trbf	114	IncF plasmid conjugative transfer protein TrbF	WP_032072183.1	NA	IncF plasmid conjugative transfer protein TrbF (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH2291-144|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-2291|Homo sapiens|UCD-CFS H-2291	Escherichia coli	IncF plasmid conjugative transfer protein TrbF [Escherichia coli]	suppressed	trbf	NA	NA	NA	NA	37
WP_001200711.1	NC_025141	YP_009068525.1	trab	2601	TraB	WP_001200711.1	NA	TraB (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Gammaproteobacteria	MULTISPECIES: VirB4 family type IV secretion/conjugal transfer ATPase [Gammaproteobacteria]	NA	trab	NA	NA	NA	NA	866
WP_000146668.1	NC_025141	YP_009068622.1	trab	1428	IncF plasmid conjugative transfer pilus assembly protein TraB	WP_000146668.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraB (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: F-type conjugal transfer pilus assembly protein TraB [Enterobacteriaceae]	NA	trab	pH1038-142	NC_025141	Escherichia coli	TraB	475
WP_032072222.1	NC_025141	YP_009068629.1	trac	2628	IncF plasmid conjugative transfer pilus assembly protein TraC	WP_032072222.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraC (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Escherichia coli	type IV secretion system protein TraC [Escherichia coli]	NA	trac	NA	NA	NA	NA	875
WP_032072224.1	NC_025141	YP_009068648.1	trad	2217	IncF plasmid conjugative transfer protein TraD	WP_032072224.1	NA	IncF plasmid conjugative transfer protein TraD (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: type IV conjugative transfer system coupling protein TraD [Enterobacteriaceae]	NA	trad	NA	NA	NA	NA	738
WP_023148232.1	NC_025141	YP_009068638.1	traf	750	IncF plasmid conjugative transfer pilus assembly protein TraF	WP_023148232.1	NA	IncF plasmid conjugative transfer pilus assembly protein TraF (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Klebsiella pneumoniae	type-F conjugative transfer system pilin assembly protein TraF [Klebsiella pneumoniae]	NA	traf	pH1038-142	NC_025141	Escherichia coli	TraF	249
WP_032072223.1	NC_025141	YP_009068644.1	trag	2826	IncF plasmid conjugative transfer protein TraG	WP_032072223.1	NA	IncF plasmid conjugative transfer protein TraG (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Escherichia coli	conjugal transfer mating-pair stabilization protein TraG [Escherichia coli]	NA	trag	pH1038-142	NC_025141	Escherichia coli	TraG	941
WP_000979534.1	NC_025141	YP_009068643.1	trah	1377	putative conjugative transfer protein TraH	WP_000979534.1	NA	putative conjugative transfer protein TraH (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: conjugal transfer pilus assembly protein TraH [Enterobacteriaceae]	NA	trah	pH1038-142	NC_025141	Escherichia coli	TraH	458
WP_015059325.1	NC_025141	YP_009068536.1	trai	3237	TraI	WP_015059325.1	NA	TraI (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: MobF family relaxase [Enterobacteriaceae]	NA	trai	NA	NA	NA	NA	1078
WP_012561141.1	NC_025141	YP_009068537.1	traj	1473	conjugative transfer protein TraJ	WP_012561141.1	NA	conjugative transfer protein TraJ (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: type IV secretion system DNA-binding domain-containing protein [Enterobacteriaceae]	suppressed	traj	NA	NA	NA	NA	490
WP_000332484.1	NC_025141	YP_009068616.1	traj	687	IncF plasmid conjugative transfer regulator TraJ	WP_000332484.1	NA	IncF plasmid conjugative transfer regulator TraJ (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: PAS domain-containing protein [Enterobacteriaceae]	NA	traj	pH1038-142	NC_025141	Escherichia coli	TraJ	228
WP_032072221.1	NC_025141	YP_009068615.1	tram	384	IncF plasmid conjugative transfer mating signal transduction protein TraM	WP_032072221.1	NA	IncF plasmid conjugative transfer mating signal transduction protein TraM (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Escherichia coli	conjugal transfer relaxosome DNA-binding protein TraM [Escherichia coli]	NA	tram	pH1038-142	NC_025141	Escherichia coli	TraM	127
WP_000821823.1	NC_025141	YP_009068636.1	tran	1809	IncF plasmid conjugative transfer protein TraN	WP_000821823.1	NA	IncF plasmid conjugative transfer protein TraN (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Enterobacteriaceae	MULTISPECIES: type-F conjugative transfer system mating-pair stabilization protein TraN [Enterobacteriaceae]	NA	tran	pH1038-142	NC_025141	Escherichia coli	TraN	602
WP_000968226.1	NC_025141	YP_009068623.1	trap	576	IncF plasmid conjugative transfer protein TraP	WP_000968226.1	NA	IncF plasmid conjugative transfer protein TraP (plasmid) [Escherichia coli]	plasmid|country|lat_lon|collection_date|collected_by|isolate|host|specimen_voucher	pH1038-142|Switzerland|47.37 N 8.55 E|01-Aug-2013|J. Wang|Human-1038|Homo sapiens|UCD-CFS H-1038	Escherichia coli	conjugal transfer pilus-stabilizing protein TraP [Escherichia coli]	suppressed	trap	pH1038-142	NC_025141	Escherichia coli	TraP	191
