genome	n_genes	n_distinct_genes	conj_category	type
SAMN07410335	15	15	MPF_type	MPF_I
SAMN07410335	1	1	MPF_type	MPF_T
SAMN07410344	1	1	relaxase_type	MOBP1
SAMN07410344	1	1	MPF_type	MPF_T
SAMN07411238	1	1	relaxase_type	MOBF
SAMN07411238	1	1	virb4	virb4
SAMN07411238	10	10	MPF_type	MPF_F
SAMN07411238	1	1	MPF_type	MPF_T
SAMN07440313	2	1	relaxase_type	MOBP1
SAMN07440313	1	1	relaxase_type	MOBQ
SAMN07440313	14	14	MPF_type	MPF_I
SAMN07440315	1	1	relaxase_type	MOBF
SAMN07440315	1	1	virb4	virb4
SAMN07440315	11	10	MPF_type	MPF_F
SAMN07450949	1	1	relaxase_type	MOBP1
SAMN07450951	1	1	relaxase_type	MOBF
SAMN07450951	1	1	relaxase_type	MOBP1
SAMN07450951	2	1	relaxase_type	MOBQ
SAMN07450951	1	1	virb4	virb4
SAMN07450951	3	3	MPF_type	MPF_F
SAMN07450951	6	6	MPF_type	MPF_T
SAMN07450952	1	1	relaxase_type	MOBF
SAMN07450952	2	1	relaxase_type	MOBP1
SAMN07450952	1	1	virb4	virb4
SAMN07450952	10	10	MPF_type	MPF_F
SAMN07450952	15	15	MPF_type	MPF_I
SAMN07450952	1	1	MPF_type	MPF_T
SAMN07450955	1	1	relaxase_type	MOBF
SAMN07450955	1	1	relaxase_type	MOBP1
SAMN07450955	1	1	virb4	virb4
SAMN07450955	16	10	MPF_type	MPF_F
SAMN07450955	14	14	MPF_type	MPF_I
SAMN07450956	1	1	relaxase_type	MOBP1
SAMN07450956	1	1	MPF_type	MPF_F
SAMN07450958	1	1	relaxase_type	MOBP1
SAMN07450958	1	1	virb4	virb4
SAMN07450958	1	1	MPF_type	MPF_F
SAMN07450958	6	6	MPF_type	MPF_T
SAMN07537101	1	1	relaxase_type	MOBF
SAMN07537101	1	1	relaxase_type	MOBP1
SAMN07537101	1	1	virb4	virb4
SAMN07537101	10	10	MPF_type	MPF_F
SAMN07537101	2	2	MPF_type	MPF_I
SAMN07537101	6	6	MPF_type	MPF_T
SAMN07537105	1	1	relaxase_type	MOBP1
SAMN07537105	1	1	MPF_type	MPF_T
SAMN07537107	1	1	relaxase_type	MOBF
SAMN07537107	2	1	relaxase_type	MOBP1
SAMN07537107	1	1	virb4	virb4
SAMN07537107	10	10	MPF_type	MPF_F
SAMN07537143	1	1	relaxase_type	MOBQ
SAMN07537146	1	1	relaxase_type	MOBF
SAMN07537146	3	1	relaxase_type	MOBQ
SAMN07537146	2	1	virb4	virb4
SAMN07537146	5	4	MPF_type	MPF_F
SAMN07537146	7	6	MPF_type	MPF_T
SAMN07537148	1	1	relaxase_type	MOBP1
SAMN07537148	1	1	relaxase_type	MOBQ
SAMN07537148	1	1	virb4	virb4
SAMN07537148	5	5	MPF_type	MPF_T
SAMN07537151	1	1	relaxase_type	MOBP1
SAMN07608069	1	1	relaxase_type	MOBF
SAMN07608069	1	1	relaxase_type	MOBP1
SAMN07608069	1	1	relaxase_type	MOBQ
SAMN07608069	4	4	MPF_type	MPF_F
SAMN07608069	6	6	MPF_type	MPF_T
SAMN07608071	1	1	relaxase_type	MOBF
SAMN07608071	1	1	virb4	virb4
SAMN07608071	10	10	MPF_type	MPF_F
SAMN07608072	3	1	relaxase_type	MOBF
SAMN07608072	2	1	relaxase_type	MOBP1
SAMN07608072	1	1	virb4	virb4
SAMN07608072	15	10	MPF_type	MPF_F
SAMN07608075	1	1	relaxase_type	MOBF
SAMN07608075	1	1	virb4	virb4
SAMN07608075	10	10	MPF_type	MPF_F
SAMN07645983	1	1	relaxase_type	MOBF
SAMN07645983	1	1	relaxase_type	MOBQ
SAMN07645983	1	1	virb4	virb4
SAMN07645983	10	10	MPF_type	MPF_F
SAMN07645984	1	1	relaxase_type	MOBF
SAMN07645984	2	1	relaxase_type	MOBP1
SAMN07645984	1	1	virb4	virb4
SAMN07645984	10	10	MPF_type	MPF_F
SAMN07645984	15	15	MPF_type	MPF_I
SAMN07645985	1	1	relaxase_type	MOBF
SAMN07645985	2	1	relaxase_type	MOBP1
SAMN07645985	1	1	virb4	virb4
SAMN07645985	10	10	MPF_type	MPF_F
SAMN07645987	1	1	MPF_type	MPF_F
SAMN07645989	1	1	relaxase_type	MOBP1
SAMN07645989	15	15	MPF_type	MPF_I
SAMN07645991	1	1	relaxase_type	MOBF
SAMN07645991	1	1	relaxase_type	MOBQ
SAMN07645991	1	1	virb4	virb4
SAMN07645991	10	10	MPF_type	MPF_F
SAMN07645993	1	1	relaxase_type	MOBP1
SAMN07645993	15	15	MPF_type	MPF_I
SAMN07645994	1	1	relaxase_type	MOBF
SAMN07645994	3	1	relaxase_type	MOBP1
SAMN07645994	6	1	virb4	virb4
SAMN07645994	15	10	MPF_type	MPF_F
SAMN07645994	31	18	MPF_type	MPF_G
SAMN07645994	12	12	MPF_type	MPF_I
SAMN07645994	8	6	MPF_type	MPF_T
SAMN07665807	1	1	relaxase_type	MOBQ
SAMN07665811	1	1	relaxase_type	MOBF
SAMN07665811	1	1	virb4	virb4
SAMN07665811	10	10	MPF_type	MPF_F
SAMN07722632	1	1	relaxase_type	MOBF
SAMN07722632	2	1	relaxase_type	MOBP1
SAMN07722632	1	1	relaxase_type	MOBQ
SAMN07722632	2	1	virb4	virb4
SAMN07722632	10	10	MPF_type	MPF_F
SAMN07722632	15	15	MPF_type	MPF_I
SAMN07722632	6	6	MPF_type	MPF_T
SAMN07722646	2	1	relaxase_type	MOBF
SAMN07722646	2	1	relaxase_type	MOBP1
SAMN07722646	3	1	virb4	virb4
SAMN07722646	21	10	MPF_type	MPF_F
SAMN07722649	2	1	relaxase_type	MOBP1
SAMN07722649	1	1	MPF_type	MPF_F
SAMN07722650	1	1	relaxase_type	MOBF
SAMN07722650	1	1	relaxase_type	MOBP1
SAMN07722650	1	1	relaxase_type	MOBQ
SAMN07722650	1	1	virb4	virb4
SAMN07722650	15	8	MPF_type	MPF_F
SAMN07722650	2	2	MPF_type	MPF_I
SAMN07722652	1	1	relaxase_type	MOBC
SAMN07722652	2	1	relaxase_type	MOBF
SAMN07722652	3	1	relaxase_type	MOBP1
SAMN07722652	2	1	virb4	virb4
SAMN07722652	17	10	MPF_type	MPF_F
SAMN07722652	18	18	MPF_type	MPF_G
SAMN07722652	12	12	MPF_type	MPF_I
SAMN07722652	1	1	MPF_type	MPF_T
SAMN07722654	1	1	relaxase_type	MOBC
SAMN07722654	1	1	relaxase_type	MOBP1
SAMN07722654	2	1	virb4	virb4
SAMN07722654	9	9	MPF_type	MPF_F
SAMN07722654	4	3	MPF_type	MPF_T
SAMN07747733	1	1	relaxase_type	MOBF
SAMN07747733	1	1	virb4	virb4
SAMN07747733	10	10	MPF_type	MPF_F
SAMN07747736	1	1	relaxase_type	MOBF
SAMN07747736	1	1	relaxase_type	MOBP1
SAMN07747736	1	1	virb4	virb4
SAMN07747736	12	10	MPF_type	MPF_F
SAMN07747738	1	1	relaxase_type	MOBF
SAMN07747738	1	1	virb4	virb4
SAMN07747738	10	10	MPF_type	MPF_F
SAMN07747746	1	1	relaxase_type	MOBF
SAMN07747746	1	1	virb4	virb4
SAMN07747746	11	10	MPF_type	MPF_F
SAMN07747757	1	1	relaxase_type	MOBF
SAMN07747757	1	1	relaxase_type	MOBP1
SAMN07747757	1	1	virb4	virb4
SAMN07747757	11	11	MPF_type	MPF_F
SAMN07747757	1	1	MPF_type	MPF_T
SAMN07747760	1	1	relaxase_type	MOBP1
SAMN07747760	4	1	MPF_type	MPF_F
SAMN07747760	15	15	MPF_type	MPF_I
SAMN07747782	1	1	relaxase_type	MOBF
SAMN07747782	1	1	relaxase_type	MOBP1
SAMN07747782	5	3	MPF_type	MPF_F
SAMN07747782	1	1	MPF_type	MPF_T
SAMN07747791	1	1	relaxase_type	MOBF
SAMN07747791	1	1	virb4	virb4
SAMN07747791	11	10	MPF_type	MPF_F
SAMN07747804	1	1	relaxase_type	MOBF
SAMN07747804	2	1	relaxase_type	MOBP1
SAMN07747804	1	1	virb4	virb4
SAMN07747804	13	10	MPF_type	MPF_F
SAMN07747804	15	15	MPF_type	MPF_I
SAMN07747806	1	1	relaxase_type	MOBP1
SAMN07781657	3	1	MPF_type	MPF_F
SAMN07781658	1	1	relaxase_type	MOBF
SAMN07781658	1	1	virb4	virb4
SAMN07781658	15	11	MPF_type	MPF_F
SAMN07781663	1	1	relaxase_type	MOBF
SAMN07781663	1	1	virb4	virb4
SAMN07781663	15	11	MPF_type	MPF_F
SAMN07781666	1	1	relaxase_type	MOBF
SAMN07781666	1	1	virb4	virb4
SAMN07781666	17	11	MPF_type	MPF_F
SAMN07781674	2	1	MPF_type	MPF_F
SAMN07781675	1	1	relaxase_type	MOBF
SAMN07781675	1	1	relaxase_type	MOBQ
SAMN07781675	3	2	MPF_type	MPF_F
SAMN07781675	1	1	MPF_type	MPF_T
SAMN07781676	1	1	relaxase_type	MOBQ
SAMN07781676	2	1	MPF_type	MPF_F
SAMN07781676	1	1	MPF_type	MPF_T
SAMN07781681	1	1	relaxase_type	MOBH
SAMN07781681	2	1	relaxase_type	MOBP1
SAMN07781681	2	1	relaxase_type	MOBQ
SAMN07781681	1	1	virb4	virb4
SAMN07781681	2	1	MPF_type	MPF_F
SAMN07781681	21	17	MPF_type	MPF_G
SAMN07781681	1	1	MPF_type	MPF_T
SAMN07781682	1	1	relaxase_type	MOBF
SAMN07781682	1	1	relaxase_type	MOBH
SAMN07781682	3	1	relaxase_type	MOBP1
SAMN07781682	2	1	relaxase_type	MOBQ
SAMN07781682	1	1	virb4	virb4
SAMN07781682	4	3	MPF_type	MPF_F
SAMN07781682	18	17	MPF_type	MPF_G
SAMN07781682	15	15	MPF_type	MPF_I
SAMN07781682	1	1	MPF_type	MPF_T
SAMN07781684	1	1	relaxase_type	MOBF
SAMN07781684	1	1	relaxase_type	MOBP1
SAMN07781684	1	1	relaxase_type	MOBQ
SAMN07781684	1	1	virb4	virb4
SAMN07781684	13	11	MPF_type	MPF_F
SAMN07781696	1	1	relaxase_type	MOBF
SAMN07781696	1	1	relaxase_type	MOBP1
SAMN07781696	2	1	virb4	virb4
SAMN07781696	23	11	MPF_type	MPF_F
SAMN07781701	3	1	MPF_type	MPF_F
SAMN07781701	1	1	MPF_type	MPF_T
SAMN07781711	7	1	MPF_type	MPF_F
SAMN07781715	2	1	MPF_type	MPF_F
SAMN07781717	2	1	MPF_type	MPF_F
SAMN07781721	1	1	relaxase_type	MOBP1
SAMN07781721	1	1	relaxase_type	MOBQ
SAMN07781721	1	1	MPF_type	MPF_F
SAMN07781721	15	15	MPF_type	MPF_I
SAMN07781725	2	1	MPF_type	MPF_F
SAMN07839404	1	1	relaxase_type	MOBP1
SAMN07839404	1	1	MPF_type	MPF_F
SAMN07839404	1	1	MPF_type	MPF_T
SAMN07839409	1	1	relaxase_type	MOBF
SAMN07839409	1	1	virb4	virb4
SAMN07839409	11	10	MPF_type	MPF_F
SAMN07839409	1	1	MPF_type	MPF_T
SAMN07839410	1	1	relaxase_type	MOBF
SAMN07839410	1	1	relaxase_type	MOBQ
SAMN07839410	1	1	virb4	virb4
SAMN07839410	10	10	MPF_type	MPF_F
SAMN07839413	1	1	relaxase_type	MOBP1
SAMN07839418	1	1	relaxase_type	MOBF
SAMN07839418	1	1	relaxase_type	MOBP1
SAMN07839418	1	1	virb4	virb4
SAMN07839418	11	10	MPF_type	MPF_F
SAMN07839418	1	1	MPF_type	MPF_T
SAMN07839419	1	1	relaxase_type	MOBC
SAMN07839419	1	1	relaxase_type	MOBQ
SAMN07839419	1	1	virb4	virb4
SAMN07839419	1	1	MPF_type	MPF_F
SAMN07839419	5	4	MPF_type	MPF_T
SAMN07839421	1	1	relaxase_type	MOBF
SAMN07839421	1	1	relaxase_type	MOBP1
SAMN07839421	1	1	virb4	virb4
SAMN07839421	10	10	MPF_type	MPF_F
SAMN07839421	15	15	MPF_type	MPF_I
SAMN07839424	1	1	relaxase_type	MOBF
SAMN07839424	1	1	virb4	virb4
SAMN07839424	10	10	MPF_type	MPF_F
SAMN07839427	1	1	relaxase_type	MOBF
SAMN07839427	2	1	relaxase_type	MOBP1
SAMN07839427	2	1	virb4	virb4
SAMN07839427	10	10	MPF_type	MPF_F
SAMN07839427	13	9	MPF_type	MPF_T
SAMN07839429	2	1	MPF_type	MPF_F
SAMN07839432	1	1	relaxase_type	MOBP1
SAMN07955775	2	1	relaxase_type	MOBF
SAMN07955775	1	1	relaxase_type	MOBP1
SAMN07955775	1	1	relaxase_type	MOBQ
SAMN07955775	1	1	virb4	virb4
SAMN07955775	10	10	MPF_type	MPF_F
SAMN07955775	1	1	MPF_type	MPF_T
SAMN07955781	1	1	relaxase_type	MOBF
SAMN07955781	1	1	virb4	virb4
SAMN07955781	10	10	MPF_type	MPF_F
SAMN07955781	1	1	MPF_type	MPF_T
SAMN07955783	3	1	relaxase_type	MOBF
SAMN07955783	1	1	relaxase_type	MOBQ
SAMN07955783	1	1	virb4	virb4
SAMN07955783	15	11	MPF_type	MPF_F
SAMN07955797	1	1	relaxase_type	MOBF
SAMN07955797	1	1	relaxase_type	MOBP1
SAMN07955797	1	1	virb4	virb4
SAMN07955797	10	10	MPF_type	MPF_F
SAMN07955806	1	1	relaxase_type	MOBF
SAMN07955806	1	1	relaxase_type	MOBP1
SAMN07955806	2	1	relaxase_type	MOBQ
SAMN07955806	4	4	MPF_type	MPF_F
SAMN07955806	15	15	MPF_type	MPF_I
SAMN07955809	2	1	MPF_type	MPF_F
SAMN07989023	1	1	relaxase_type	MOBF
SAMN07989023	1	1	virb4	virb4
SAMN07989023	12	10	MPF_type	MPF_F
SAMN08025037	1	1	relaxase_type	MOBQ
SAMN08025038	1	1	relaxase_type	MOBF
SAMN08025038	1	1	relaxase_type	MOBP1
SAMN08025038	3	1	virb4	virb4
SAMN08025038	9	7	MPF_type	MPF_F
SAMN08025038	12	6	MPF_type	MPF_T
SAMN08025040	2	1	relaxase_type	MOBP1
SAMN08025040	1	1	relaxase_type	MOBQ
SAMN08025040	1	1	MPF_type	MPF_T
SAMN08025044	1	1	relaxase_type	MOBF
SAMN08025044	1	1	relaxase_type	MOBP1
SAMN08025044	1	1	virb4	virb4
SAMN08025044	13	10	MPF_type	MPF_F
SAMN08025044	15	15	MPF_type	MPF_I
SAMN08025047	1	1	relaxase_type	MOBF
SAMN08025047	1	1	relaxase_type	MOBP1
SAMN08025047	2	1	virb4	virb4
SAMN08025047	11	10	MPF_type	MPF_F
SAMN08025047	6	6	MPF_type	MPF_T
SAMN08025049	1	1	relaxase_type	MOBF
SAMN08025049	1	1	virb4	virb4
SAMN08025049	10	10	MPF_type	MPF_F
SAMN08025050	1	1	relaxase_type	MOBF
SAMN08025050	2	1	relaxase_type	MOBP1
SAMN08025050	1	1	virb4	virb4
SAMN08025050	13	10	MPF_type	MPF_F
SAMN08025054	1	1	relaxase_type	MOBF
SAMN08025054	1	1	virb4	virb4
SAMN08025054	10	10	MPF_type	MPF_F
SAMN08025054	1	1	MPF_type	MPF_T
SAMN08025056	1	1	relaxase_type	MOBF
SAMN08025056	2	1	relaxase_type	MOBP1
SAMN08025056	1	1	virb4	virb4
SAMN08025056	11	10	MPF_type	MPF_F
SAMN08025056	15	15	MPF_type	MPF_I
SAMN08025056	1	1	MPF_type	MPF_T
SAMN08051577	1	1	relaxase_type	MOBF
SAMN08051577	1	1	relaxase_type	MOBQ
SAMN08051577	1	1	virb4	virb4
SAMN08051577	10	10	MPF_type	MPF_F
SAMN08051579	1	1	relaxase_type	MOBF
SAMN08051579	1	1	virb4	virb4
SAMN08051579	10	10	MPF_type	MPF_F
SAMN08051579	1	1	MPF_type	MPF_T
SAMN08051580	1	1	relaxase_type	MOBF
SAMN08051580	2	1	relaxase_type	MOBP1
SAMN08051580	1	1	relaxase_type	MOBQ
SAMN08051580	2	1	virb4	virb4
SAMN08051580	10	10	MPF_type	MPF_F
SAMN08051580	15	15	MPF_type	MPF_I
SAMN08051580	7	6	MPF_type	MPF_T
SAMN08051582	1	1	relaxase_type	MOBF
SAMN08051582	2	1	relaxase_type	MOBP1
SAMN08051582	1	1	virb4	virb4
SAMN08051582	10	10	MPF_type	MPF_F
SAMN08051582	1	1	MPF_type	MPF_T
SAMN08052682	1	1	relaxase_type	MOBF
SAMN08052682	1	1	virb4	virb4
SAMN08052682	10	10	MPF_type	MPF_F
SAMN08146168	1	1	relaxase_type	MOBF
SAMN08146168	1	1	relaxase_type	MOBP1
SAMN08146168	2	1	virb4	virb4
SAMN08146168	10	10	MPF_type	MPF_F
SAMN08146168	4	4	MPF_type	MPF_T
SAMN08146171	1	1	relaxase_type	MOBF
SAMN08146171	1	1	relaxase_type	MOBP1
SAMN08146171	1	1	virb4	virb4
SAMN08146171	10	10	MPF_type	MPF_F
SAMN08146171	1	1	MPF_type	MPF_T
SAMN08146174	1	1	relaxase_type	MOBF
SAMN08146174	1	1	relaxase_type	MOBP1
SAMN08146174	1	1	virb4	virb4
SAMN08146174	10	10	MPF_type	MPF_F
SAMN08146174	1	1	MPF_type	MPF_T
SAMN08146176	1	1	relaxase_type	MOBF
SAMN08146176	1	1	relaxase_type	MOBH
SAMN08146176	1	1	relaxase_type	MOBP1
SAMN08146176	2	1	virb4	virb4
SAMN08146176	10	10	MPF_type	MPF_F
SAMN08146176	4	4	MPF_type	MPF_T
SAMN08146178	1	1	relaxase_type	MOBF
SAMN08146178	2	1	relaxase_type	MOBP1
SAMN08146178	2	1	relaxase_type	MOBQ
SAMN08146178	1	1	virb4	virb4
SAMN08146178	14	10	MPF_type	MPF_F
SAMN08146178	15	15	MPF_type	MPF_I
SAMN08146185	1	1	relaxase_type	MOBF
SAMN08146185	2	1	relaxase_type	MOBP1
SAMN08146185	1	1	virb4	virb4
SAMN08146185	11	10	MPF_type	MPF_F
SAMN08146185	15	15	MPF_type	MPF_I
SAMN08146192	1	1	relaxase_type	MOBF
SAMN08146192	2	1	relaxase_type	MOBP1
SAMN08146192	1	1	relaxase_type	MOBQ
SAMN08146192	1	1	virb4	virb4
SAMN08146192	12	10	MPF_type	MPF_F
SAMN08146192	15	15	MPF_type	MPF_I
SAMN08146194	1	1	relaxase_type	MOBC
SAMN08146194	3	1	relaxase_type	MOBF
SAMN08146194	1	1	relaxase_type	MOBP1
SAMN08146194	1	1	virb4	virb4
SAMN08146194	20	11	MPF_type	MPF_F
SAMN08146194	4	4	MPF_type	MPF_T
SAMN08146203	1	1	relaxase_type	MOBF
SAMN08146203	1	1	relaxase_type	MOBH
SAMN08146203	1	1	virb4	virb4
SAMN08146203	12	10	MPF_type	MPF_F
SAMN08146204	1	1	relaxase_type	MOBF
SAMN08146204	1	1	relaxase_type	MOBP1
SAMN08146204	1	1	relaxase_type	MOBQ
SAMN08146204	1	1	virb4	virb4
SAMN08146204	10	10	MPF_type	MPF_F
SAMN08146204	5	5	MPF_type	MPF_I
SAMN08146262	1	1	relaxase_type	MOBF
SAMN08146262	1	1	relaxase_type	MOBH
SAMN08146262	1	1	relaxase_type	MOBP1
SAMN08146262	1	1	relaxase_type	MOBQ
SAMN08146262	1	1	virb4	virb4
SAMN08146262	12	10	MPF_type	MPF_F
SAMN08146262	15	15	MPF_type	MPF_I
SAMN08146263	1	1	relaxase_type	MOBF
SAMN08146263	1	1	virb4	virb4
SAMN08146263	10	10	MPF_type	MPF_F
SAMN08146263	1	1	MPF_type	MPF_T
SAMN08146264	1	1	relaxase_type	MOBF
SAMN08146264	1	1	relaxase_type	MOBP1
SAMN08146264	1	1	relaxase_type	MOBQ
SAMN08146264	1	1	virb4	virb4
SAMN08146264	10	10	MPF_type	MPF_F
SAMN08146264	5	5	MPF_type	MPF_I
SAMN08146274	1	1	relaxase_type	MOBF
SAMN08146274	1	1	relaxase_type	MOBP1
SAMN08146274	1	1	relaxase_type	MOBQ
SAMN08146274	1	1	virb4	virb4
SAMN08146274	10	10	MPF_type	MPF_F
SAMN08146274	5	5	MPF_type	MPF_I
SAMN08146276	1	1	relaxase_type	MOBF
SAMN08146276	1	1	relaxase_type	MOBP1
SAMN08146276	1	1	relaxase_type	MOBQ
SAMN08146276	1	1	virb4	virb4
SAMN08146276	10	10	MPF_type	MPF_F
SAMN08146276	15	15	MPF_type	MPF_I
SAMN08146276	1	1	MPF_type	MPF_T
SAMN08146279	1	1	relaxase_type	MOBF
SAMN08146279	1	1	relaxase_type	MOBP1
SAMN08146279	1	1	relaxase_type	MOBQ
SAMN08146279	1	1	virb4	virb4
SAMN08146279	10	10	MPF_type	MPF_F
SAMN08146279	15	15	MPF_type	MPF_I
SAMN08146282	1	1	relaxase_type	MOBF
SAMN08146282	1	1	relaxase_type	MOBP1
SAMN08146282	1	1	relaxase_type	MOBQ
SAMN08146282	1	1	virb4	virb4
SAMN08146282	10	10	MPF_type	MPF_F
SAMN08146282	5	5	MPF_type	MPF_I
SAMN08146294	1	1	relaxase_type	MOBF
SAMN08146294	1	1	relaxase_type	MOBH
SAMN08146294	2	1	relaxase_type	MOBP1
SAMN08146294	1	1	virb4	virb4
SAMN08146294	12	10	MPF_type	MPF_F
SAMN08146296	1	1	relaxase_type	MOBF
SAMN08146296	1	1	relaxase_type	MOBP1
SAMN08146296	1	1	relaxase_type	MOBQ
SAMN08146296	1	1	virb4	virb4
SAMN08146296	10	10	MPF_type	MPF_F
SAMN08146296	1	1	MPF_type	MPF_T
SAMN08146301	2	1	relaxase_type	MOBF
SAMN08146301	3	1	virb4	virb4
SAMN08146301	18	10	MPF_type	MPF_F
SAMN08146303	1	1	relaxase_type	MOBF
SAMN08146303	1	1	relaxase_type	MOBP1
SAMN08146303	1	1	relaxase_type	MOBQ
SAMN08146303	1	1	virb4	virb4
SAMN08146303	10	10	MPF_type	MPF_F
SAMN08146303	5	5	MPF_type	MPF_I
SAMN08146304	1	1	relaxase_type	MOBF
SAMN08146304	1	1	relaxase_type	MOBP1
SAMN08146304	1	1	relaxase_type	MOBQ
SAMN08146304	15	15	MPF_type	MPF_I
SAMN08146305	1	1	relaxase_type	MOBF
SAMN08146305	1	1	virb4	virb4
SAMN08146305	11	10	MPF_type	MPF_F
SAMN08146308	1	1	relaxase_type	MOBF
SAMN08146308	1	1	relaxase_type	MOBP1
SAMN08146308	1	1	relaxase_type	MOBQ
SAMN08146308	15	15	MPF_type	MPF_I
SAMN08146311	1	1	relaxase_type	MOBF
SAMN08146311	1	1	relaxase_type	MOBP1
SAMN08146311	1	1	relaxase_type	MOBQ
SAMN08146311	1	1	virb4	virb4
SAMN08146311	10	10	MPF_type	MPF_F
SAMN08146311	6	5	MPF_type	MPF_I
SAMN08146312	1	1	relaxase_type	MOBF
SAMN08146312	1	1	relaxase_type	MOBH
SAMN08146312	1	1	relaxase_type	MOBP1
SAMN08146312	1	1	virb4	virb4
SAMN08146312	12	10	MPF_type	MPF_F
SAMN08146312	1	1	MPF_type	MPF_T
SAMN08146313	3	1	relaxase_type	MOBF
SAMN08146313	1	1	relaxase_type	MOBH
SAMN08146313	1	1	relaxase_type	MOBP1
SAMN08146313	1	1	virb4	virb4
SAMN08146313	15	10	MPF_type	MPF_F
SAMN08146313	15	15	MPF_type	MPF_I
SAMN08146314	1	1	relaxase_type	MOBF
SAMN08146314	1	1	relaxase_type	MOBP1
SAMN08146314	1	1	relaxase_type	MOBQ
SAMN08146314	1	1	virb4	virb4
SAMN08146314	10	10	MPF_type	MPF_F
SAMN08146314	5	5	MPF_type	MPF_I
SAMN08146317	1	1	relaxase_type	MOBF
SAMN08146317	1	1	relaxase_type	MOBP1
SAMN08146317	1	1	virb4	virb4
SAMN08146317	13	10	MPF_type	MPF_F
SAMN08146317	2	1	MPF_type	MPF_G
SAMN08146317	15	15	MPF_type	MPF_I
SAMN08167534	1	1	relaxase_type	MOBF
SAMN08167534	1	1	relaxase_type	MOBP1
SAMN08167534	1	1	virb4	virb4
SAMN08167534	12	10	MPF_type	MPF_F
SAMN08167534	15	15	MPF_type	MPF_I
SAMN08167534	1	1	MPF_type	MPF_T
SAMN08167608	1	1	relaxase_type	MOBF
SAMN08167608	1	1	virb4	virb4
SAMN08167608	10	10	MPF_type	MPF_F
SAMN08167609	2	1	MPF_type	MPF_F
SAMN08167632	1	1	relaxase_type	MOBP1
SAMN08167633	1	1	relaxase_type	MOBF
SAMN08167633	2	2	MPF_type	MPF_F
SAMN08167634	1	1	relaxase_type	MOBF
SAMN08167634	1	1	relaxase_type	MOBQ
SAMN08167634	1	1	virb4	virb4
SAMN08167634	10	10	MPF_type	MPF_F
SAMN08167634	1	1	MPF_type	MPF_T
SAMN08182231	1	1	virb4	virb4
SAMN08182231	5	5	MPF_type	MPF_T
SAMN08182233	1	1	relaxase_type	MOBF
SAMN08182233	1	1	virb4	virb4
SAMN08182233	11	10	MPF_type	MPF_F
SAMN08182233	13	13	MPF_type	MPF_I
SAMN08182234	1	1	relaxase_type	MOBP1
SAMN08182234	4	1	MPF_type	MPF_F
SAMN08182235	1	1	MPF_type	MPF_F
SAMN08182235	2	2	MPF_type	MPF_T
SAMN08182236	1	1	relaxase_type	MOBQ
SAMN08226267	1	1	relaxase_type	MOBC
SAMN08226267	2	1	relaxase_type	MOBF
SAMN08226267	1	1	relaxase_type	MOBP1
SAMN08226267	1	1	relaxase_type	MOBQ
SAMN08226267	4	1	virb4	virb4
SAMN08226267	20	10	MPF_type	MPF_F
SAMN08226267	15	15	MPF_type	MPF_I
SAMN08226267	5	5	MPF_type	MPF_T
SAMN08226272	1	1	relaxase_type	MOBF
SAMN08226272	3	1	relaxase_type	MOBQ
SAMN08226272	2	1	virb4	virb4
SAMN08226272	10	10	MPF_type	MPF_F
SAMN08226272	2	2	MPF_type	MPF_I
SAMN08226272	5	5	MPF_type	MPF_T
SAMN08226274	2	1	relaxase_type	MOBP1
SAMN08226274	1	1	MPF_type	MPF_F
SAMN08272741	1	1	relaxase_type	MOBF
SAMN08272741	1	1	relaxase_type	MOBQ
SAMN08272741	1	1	virb4	virb4
SAMN08272741	11	10	MPF_type	MPF_F
SAMN08272744	1	1	relaxase_type	MOBF
SAMN08272744	1	1	relaxase_type	MOBH
SAMN08272744	2	1	virb4	virb4
SAMN08272744	10	10	MPF_type	MPF_F
SAMN08272744	18	18	MPF_type	MPF_G
SAMN08272744	2	2	MPF_type	MPF_T
SAMN08272745	1	1	relaxase_type	MOBF
SAMN08272745	1	1	virb4	virb4
SAMN08272745	11	10	MPF_type	MPF_F
SAMN08272745	1	1	MPF_type	MPF_T
SAMN08272748	5	1	relaxase_type	MOBP1
SAMN08272748	2	1	relaxase_type	MOBQ
SAMN08272748	1	1	virb4	virb4
SAMN08272748	1	1	MPF_type	MPF_F
SAMN08272748	15	12	MPF_type	MPF_I
SAMN08272748	7	6	MPF_type	MPF_T
SAMN08289295	3	1	relaxase_type	MOBF
SAMN08289295	2	1	virb4	virb4
SAMN08289295	22	10	MPF_type	MPF_F
SAMN08289299	1	1	relaxase_type	MOBP1
SAMN08289299	2	1	relaxase_type	MOBQ
SAMN08289299	1	1	virb4	virb4
SAMN08289299	2	2	MPF_type	MPF_F
SAMN08289299	6	5	MPF_type	MPF_T
SAMN08289303	2	1	relaxase_type	MOBF
SAMN08289303	3	1	relaxase_type	MOBP1
SAMN08289303	1	1	relaxase_type	MOBQ
SAMN08289303	2	1	virb4	virb4
SAMN08289303	35	10	MPF_type	MPF_F
SAMN08289303	17	15	MPF_type	MPF_I
SAMN08289303	1	1	MPF_type	MPF_T
SAMN08289312	1	1	relaxase_type	MOBP1
SAMN08289312	1	1	relaxase_type	MOBQ
SAMN08289312	2	1	MPF_type	MPF_F
SAMN08289314	1	1	relaxase_type	MOBF
SAMN08289314	1	1	virb4	virb4
